Term,Alias1,Alias2,Alias3,Example1,Example2,Example3,Example4,Example5,Example6,Example7,Example8,Example9,Example10,Example11,Example12,Example13,Example14,Example15,Example16,Example17,Example18,Example19,Example20
quality,,,,"I never had this kind of <span class=""AS"">quality</span> issue with Dell (not to say Dell is that great), not with a brand new laptop.","In all honesty, if someone is looking for a <span class=""AS"">quality</span> laptop and willing to pay a little more money for a normal sized laptop than a cheaper and less impressive laptop, then do not buy this computer.","It is easy to use, good <span class=""AS"">quality</span> and good price.","I thought we were paying for <span class=""AS"">quality</span> in our decision to buy an Apple product.","I had static in the output, and I had to reduce the sound output <span class=""AS"">quality</span> to ""FM"" as opposed to the default ""CD.","All I will say now is that it was over two grand less expensive and so much better <span class=""AS"">quality</span> than my hunk of crap Vaio.","True <span class=""AS"">quality</span> at a great price!","The design is awesome, <span class=""AS"">quality</span> is unprecedented.","I believe that the <span class=""AS"">quality</span> of a mac is worth the price.","One drawback I noticed was sound <span class=""AS"">quality</span> via USB.","And the screen on this thing is absolutely amazing for high <span class=""AS"">quality</span> videos and movies and gaming.","I was surprised with the performance and <span class=""AS"">quality</span> of this HP Laptop.","The overall build <span class=""AS"">quality</span> of the unit is excellent and she'd recommend it to anyone else looking for a netbook.","Though please note that sometimes it crashes, and the sound <span class=""AS"">quality</span> isnt superb.","I'm hoping the rest of the features will be the signature <span class=""AS"">quality</span> of apple.","Can you buy any laptop that matches the <span class=""AS"">quality</span> of a MacBook?","Its fast, has High definition <span class=""AS"">quality</span> in the videos.","Treat yourself to a more expensive, long-lasting laptop of <span class=""AS"">quality</span> like a Sony, Apple, or Toshiba.","From the build <span class=""AS"">quality</span> to the performance, everything about it has been sub-par from what I would have expected from Apple.","I have no idea how this could have even gotten past <span class=""AS"">quality</span> control during production."
dell,,,,"I never had this kind of quality issue with <span class=""AS"">Dell</span> (not to say Dell is that great), not with a brand new laptop.","I'm now trying to decide on another <span class=""AS"">Dell</span> model.","My previous purchases were with <span class=""AS"">Dell</span> and HP.","and <span class=""AS"">dell</span> and best buy both refused to take it back","First of all, I've been <span class=""AS"">Dell</span> fan for more than fifteen years.","When calling <span class=""AS"">Dell</span> for help, reurn, or a new computer they were not useful and left it up to myself to figure out what to do with it.","I will never buy another computer from <span class=""AS"">Dell</span> ever again do to how awful it worked and how I was treated by the company.","I just can't fathom that the celebrated <span class=""AS"">Dell</span> would last a week in environment of free competition with normal products - it only survives b/c its substandard laptops are forced onto captive students and employees through question-raising programs.","The best thing to do is build your own computer, but if u can't company's like <span class=""AS"">dell</span> who allow you to choose the components are better and for the same price you can get a computer who compares to one of apple $2000 systems and if you google ""dell coupons"" you can find codes that take a signifant  amount off the price.","Before I got my macbook, I owned a <span class=""AS"">Dell</span> laptop.","The technical service for <span class=""AS"">dell</span> is so 3rd world it might as well not even bother.","The <span class=""AS"">Dell</span> Inspiron is fast and has a number pad on the keyboard, which I miss on my Apple laptops.","I first purchased this <span class=""AS"">Dell</span> model ""1764"" on April 6, 201","The <span class=""AS"">Dell</span> mini was the first Dell product that I had ever purchased.","I would never buy a <span class=""AS"">Dell</span> again.","i have had my <span class=""AS"">dell</span> latitude for almost three years.","I previously owned an HP desktop and a <span class=""AS"">Dell</span> laptop.","All the problems I have had with PC's are solved with a Mac: the issue of overheating-my <span class=""AS"">Dell</span> was always overheating and not working properly or simply shutting off, and the issue of viruses and contaminants-my HP completely quit working within2 years of purchasing it, with no inexpensive way of fixing it.","I like it better than my big <span class=""AS"">Dell</span> Laptop.","I had in the past a <span class=""AS"">Dell</span> laptop and they sent me the items it needed or they sent a repair technician to my house to fix it."
brand,,,,"I never had this kind of quality issue with Dell (not to say Dell is that great), not with a <span class=""AS"">brand</span> new laptop.","I looked around and based off my price/features comparison from a <span class=""AS"">brand</span> I trusted I landed here.","Hopefully my replacement is <span class=""AS"">brand</span> new.","This is why I purchased a <span class=""AS"">BRAND</span> NEW LAPTOP in the first place so it wouldn't have ANY problems.","The store honored their warrenty and made the comment that they don't even recommend the HP <span class=""AS"">brand</span> because of the problems with their warrentys.","Unable to boot up this <span class=""AS"">brand</span> new laptop.","This laptop looked <span class=""AS"">brand</span> new and was shipped very quickly.","I told them that I just received my <span class=""AS"">brand</span> new MacBook","It came in <span class=""AS"">brand</span> new and works perfectly.","I'm not going to lie, I've never really liked the Acer <span class=""AS"">brand</span> in general.","I was very disappointed since it is a <span class=""AS"">brand</span> new computer!"
feel,,,,"I preferred the fit and <span class=""AS"">feel</span> of the 13 inch.","(Beware, their staff could send you back making you <span class=""AS"">feel</span> that only they know what a computer is.","Overall I <span class=""AS"">feel</span> this netbook was poor quality, had poor performance, although it did have great battery life when it did work.","So noise is reduced at least 50% and the heat is much better, now it doesn't <span class=""AS"">feel</span> hot but warm.","I <span class=""AS"">feel</span> that it was poorly put together, because once in a while different plastic pieces would come off of it.","I have a lapdesk which I can use, but I can still <span class=""AS"">feel</span> the heat through the foam and plastic.","The <span class=""AS"">feel</span> of this machine compared to the old MacBook is far superior.","Once you get past learning how to use the poorly designed Windows 8 Set-Up you may <span class=""AS"">feel</span> frustrated.","The real stand out on this computer is the <span class=""AS"">feel</span> of the keyboard and it's speed.","I <span class=""AS"">feel</span> that enough people have Macs these days and that companies need to start making things more compatable than they used to be.","The <span class=""AS"">feel</span> of this is better than the Toshiba, too.","At first, I <span class=""AS"">feel</span> a little bit uncomfortable in using the Mac system.","The unibody construction really does <span class=""AS"">feel</span> lot more solid than Apple's previous laptops.","It is everything I'd hoped it would be from a look and <span class=""AS"">feel</span> standpoint, but somehow a bit more sturdy."
years,year,,,"However I dealt with this problem for over a <span class=""AS"">year</span> and it was more of a hastle","I swear they design these things to go to crap after a <span class=""AS"">year</span> so you are stuck and have to buy a new one.","All apple associates are always wiling to help you out with anything, no matter when you purchased the computer and how many <span class=""AS"">years</span> passed.","I bought this Mac book pro along with a new 27"" iMac and while they are still light <span class=""AS"">years</span> more reliable than a PC I have noticed a decline in the reliability of my Mac computers.","Being a PC user for many <span class=""AS"">years</span> to switch to a Mac I will not go back.","Accordingly, I have decided to NEVER purchase another HP product (my five <span class=""AS"">year</span> old Compaq) lasted 5-years before the hard drive crashed.","I wish I would have taken the plunge <span class=""AS"">years</span> ago.","Two <span class=""AS"">years</span> after buying this laptop, I am now the proud owner of a lemon.","We paid for the three <span class=""AS"">year</span> warranty and the extended warranty after that one ended as well.","And that probably explains why I've already had my SATA controller go bad within a <span class=""AS"">year</span> of buying it.","I was given a Mac as a birthday present and couldn't be happier with it 3 <span class=""AS"">years</span> later.","Prior to this computer, I owned a PowerBook G4 for 6 <span class=""AS"">years</span> (quite a long time for a laptop).","I have had it over a <span class=""AS"">year</span> now with out a Glitch of any kind..","My power supply cord developed exposed wires within the first <span class=""AS"">year</span> of ownership, so it was covered by the Applecare warranty plan.","And I'm still paying the bloody financing, for a product which didn't last me at least three <span class=""AS"">years</span> !","I took 3-4 <span class=""AS"">years</span> researching brands and prices of laptops.","I used to build my own desktops from the component parts, and recently my 7 year old Pentium 4 with HT 1 GB ram SATA desktop stopped working (this was a rock star 7 <span class=""AS"">years</span> ago).","I used to build my own desktops from the component parts, and recently my 7 <span class=""AS"">year</span> old Pentium 4 with HT 1 GB ram SATA desktop stopped working (this was a rock star 7 years ago).","This is still a fairly good upgrade to a laptop that was about 4 <span class=""AS"">years</span> old.","I had of course bought a 3 <span class=""AS"">year</span> warranty, so I sent it in to be replaced and (almost 2 months later)"
nothing,,,,"The salesman talked us into this computer away from another we were looking at and we have had <span class=""AS"">nothing</span> but problems with software problems and just not happy with it.","they improved <span class=""AS"">nothing</span> else such as Resolution, appearance, cooling system, graphics card, etc.","There is <span class=""AS"">nothing</span> to complain about the system.","I let my friend borrow it, and she knows <span class=""AS"">nothing</span> about computers, and she used it with ease.","The apple macbook pro <span class=""AS"">nothing</span> to say butprofessionally great and outstanding.","Well i got this computer from Best Buy and I have had <span class=""AS"">nothing</span> but problems","It was still working, but there was <span class=""AS"">nothing</span> on the screen.","As far as user type - I dabble in everything from games (WoW) to Photoshop, but <span class=""AS"">nothing</span> professionally.","The reaction of Toshiba is there is <span class=""AS"">nothing</span> you can do about it so just sit back and except the fact that you are powerless and it is mind over matter.","I have had <span class=""AS"">nothing</span> but problems since the day I took it out of the box!","The Genius at the Apple store advised me that there was <span class=""AS"">nothing</span> about my use of the computer that caused this failure.","The speed difference is next to <span class=""AS"">NOTHING</span> for a mac, and the hard drive can be manually upgraded or you could just buy a $60 500gb external hard drive.","Ever since I bought this laptop, so far I've experience <span class=""AS"">nothing</span> but constant break downs of the laptop and bad customer services I received over the phone with toshiba customer services hotlines.","There is <span class=""AS"">nothing</span> better.","Summary: HP knew they were shipping out bad BIOS and did <span class=""AS"">nothing</span> proactive to resolve it.","I have <span class=""AS"">nothing</span> to regret from this new product."
software,,,,"The salesman talked us into this computer away from another we were looking at and we have had nothing but problems with <span class=""AS"">software</span> problems and just not happy with it.","Love the stability of the Mac <span class=""AS"">software</span> and operating system.","Additional caveat: the base installation comes with some Toshiba-specific <span class=""AS"">software</span> that may or may not be to a user's liking.","It does not even have the <span class=""AS"">software</span> to play a dvd now.","With a mac you don't have to worry about antivirus <span class=""AS"">software</span> or firewall, it's so wonderful.","The computer runs very fast with no problems and the iLife <span class=""AS"">software</span> that comes with it (iPhoto, iMovie, iWeb, iTunes, GarageBand) is all very helpful as well.","I love the way the entire suite of <span class=""AS"">software</span> works together.","It didn't come with any <span class=""AS"">software</span> installed outside of windows media, but for the price, I was very pleased with the condition and the overall product.","It's <span class=""AS"">software</span> and speed enable it to do amazing things.","As with any laptop not purchased with <span class=""AS"">software</span> options, it comes with a lot of what I consider useless applications.","You can call HP and they want you to buy more <span class=""AS"">software</span> to fix it.","Of course, I also have several great <span class=""AS"">software</span> packages that came for free including iWork, GarageBand, and iMovie.","The <span class=""AS"">software</span> that comes with this machine is greatly welcomed compared to what Windows comes with.","Everything is so easy to use, Mac <span class=""AS"">software</span> is just so much simpler than Microsoft software.","Many kinds of <span class=""AS"">software</span> that is necessary to the working person is not available and cannot be downloaded.","It seemed to be a very nice laptop except I was not able to load my Garmin GPS <span class=""AS"">software</span> or Microsoft Office 2003.","I don't have stupid pop up windows (even when I have pop ups blocked), I don't have to wait 5 minutes for a webpage to download, and best of all I can run all the web programming <span class=""AS"">software</span> I need to use all at once without slowing me down.","When I finally had everything running with all my <span class=""AS"">software</span> installed I plugged in my droid to recharge and the system crashed.","The only thing I didn't learn in my research was the <span class=""AS"">software</span> I would need like privacy protection and warranty protection, in case it gets broken, or crashes etc.","You can even run a parallels type program easily and run any leftover PC <span class=""AS"">software</span> that you absolutely cannot be without."
anything,,,,"windows based machines were not giving me <span class=""AS"">anything</span> to work with!","It was just one problem after another for me, and that's reason we had forked out so much money was so we wouldn't have <span class=""AS"">anything</span> to worry about.","So if you want a good machine that does almost <span class=""AS"">anything</span> this is the one, if you want a low budget computer then look at the other great brands Best Buy sells.","Yet, HP won't do <span class=""AS"">anything</span> about the problem.","So honestly, I wasn't expecting <span class=""AS"">anything</span> less than perfection, and I wasn't disappointed.","also the keyboard does not liht up so unless your sitting in a room with some light you cant see <span class=""AS"">anything</span> and thats bad for me because my boyfriend tends to watch tv in the dark at night which leaves me with no way of seeing the keyboard.","I can throw <span class=""AS"">anything</span> at it (and I do), Pictures, video editing, schoolwork.","Also, I have alot of trouble with it getting very hot, and not even sitting on <span class=""AS"">anything</span> to make it hot.","But to be honest, I don't use my computer for <span class=""AS"">anything</span> like graphics editing and complex data analysis and gaming.","Premium price for the OS more than <span class=""AS"">anything</span> else.","Moral of the story:-Do not buy <span class=""AS"">anything</span> from companies that do not respect their customers.","I think this is about as good as it gets at <span class=""AS"">anything</span> close to this price point.","The size is perfect and I do not recomend <span class=""AS"">anything</span> bigger except for any person who can exceed the limited space it gives you.","If your time is worth <span class=""AS"">anything</span> to you, if you are tired of rebooting, reformatting, reinstalling, trying to find drivers, if you want a computer to work for you for a change, make the change to this computer.","But, at the same time they (the company) would not and could not do <span class=""AS"">anything</span> about my problem.","I will never buy <span class=""AS"">anything</span> from HP again!","What angers me more than <span class=""AS"">anything</span> else is that I spent all those years hating MACs when I could have been getting a lot more production with a whole lot less grief!","my niece and nephew have played a few web games and it runs <span class=""AS"">anything</span> that doesn't require a dedicated video card."
graphics,graphic,,,"The screen <span class=""AS"">graphics</span> and clarity, and sharpness are great.","they improved nothing else such as Resolution, appearance, cooling system, <span class=""AS"">graphics</span> card, etc.","The <span class=""AS"">graphics</span> and screen are stunning and although I was a PC person, I was able to understand how to use a mac fairly quickly.","I am a freelance <span class=""AS"">graphic</span> artist.","The Like New condition of the iMac MC309LL/A on Amazon is at $900+ level only, and it is a Quad-Core 2.5 GHz CPU (similar to the $799 Mini), with Radeon HD 6750M 512MB <span class=""AS"">graphic</span> card (this mini is integrated Intel 4000 card), and it even comes with wireless Apple Keyboard and Mouse, all put together in neat and nice package.","But to be honest, I don't use my computer for anything like <span class=""AS"">graphics</span> editing and complex data analysis and gaming.","It is easy to use, fast and has great <span class=""AS"">graphics</span> for the money.","The <span class=""AS"">graphics</span> are great.","Just keep in mind the <span class=""AS"">graphics</span> is not dedicated so loading the movie almost took a minute, but it ran fairly smooth for a non-dedicated graphics card.","I bought it to my son who uses it for <span class=""AS"">graphic</span> design.","the <span class=""AS"">graphics</span> are awful and the wireless switch it at the top rather than the side which I am used to it being on the side.","As a <span class=""AS"">graphic</span> arts a retired instructor I still love to play with the graphic with photos and clip art .....","Perfect for all my <span class=""AS"">graphic</span> design classes I'm taking this year in college :-)","Incredible <span class=""AS"">graphics</span> and brilliant colors.","The processor screams, and because of the unique way that Apple OSX 16 functions, most of the <span class=""AS"">graphics</span> are routed through the hardware rather than the software.","The only task that this computer would not be good enough for would be gaming, otherwise the integrated Intel 4000 <span class=""AS"">graphics</span> work well for other tasks.","My only disappointment with the 13"" model is that they're the only ones in the MacBook Pro line up without an i5 or i7 processor and dual <span class=""AS"">graphics</span> cards, however the trade-off is that you achieve a longer battery life (of about 2 more hours).","It was important that it was powerful enough to do all of the tasks he needed on the internet, word processing, <span class=""AS"">graphic</span> design and gaming.","super fast processor and really nice <span class=""AS"">graphics</span> card..","I need <span class=""AS"">graphic</span> power to run my Adobe Creative apps efficiently."
screen,,,,"The <span class=""AS"">screen</span> graphics and clarity, and sharpness are great.","The <span class=""AS"">screen</span> is very large and crystal clear with amazing colors and resolution.","The lcd <span class=""AS"">screen</span> stopped working on mine after 10 months.","The <span class=""AS"">screen</span> is gorgeous - yummy good.","The 17 inch <span class=""AS"">screen</span> is very large, but the computer is very light.","The <span class=""AS"">screen</span> is a little glary, and I hated the clicking buttons, but I got used to them.","the <span class=""AS"">screen</span> brightness automatically adjusts.","Eventually the <span class=""AS"">screen</span> went blank and the computer would not turn on.","Three weeks after I bought the netbook, the <span class=""AS"">screen</span> quit working.","It is a big big, but since it has a 18.4"" <span class=""AS"">screen</span> what would you expect!","Its small enough where I can take it pretty much anywhere, but still has a big enough <span class=""AS"">screen</span> to get everything done.","The downside to this netbook is pretty much the same for any netbook: <span class=""AS"">screen</span> size is not something I'd stare at for the entire 10-11 hours of battery life five days a week.","Also, my sister got the exact same laptop (since they were so cheap) and after 8 months, the <span class=""AS"">screen</span> split in half just from everyday use.","Overall the computer is very easy to use, the <span class=""AS"">screen</span> is perfect, great computer, my daughter loves.","First the <span class=""AS"">screen</span> goes completely out.","I also got the added bonus of a 30"" HD Monitor, which really helps to extend my <span class=""AS"">screen</span> and keep my eyes fresh!","The only drawback for me is how dirty the <span class=""AS"">screen</span> gets, and rather quickly too.","The <span class=""AS"">screen</span> is huge and coloful, but no LED backlighting.","The graphics and <span class=""AS"">screen</span> are stunning and although I was a PC person, I was able to understand how to use a mac fairly quickly.","I took it back for an Asus and same thing- blue <span class=""AS"">screen</span> which required me to remove the battery to reset."
