Term,Alias1,Alias2,Alias3,Example1,Example2,Example3,Example4,Example5,Example6,Example7,Example8,Example9,Example10,Example11,Example12,Example13,Example14,Example15,Example16,Example17,Example18,Example19,Example20
files,file,,,"I am able to play 720p and 1080p media <span class=""AS"">files</span> just fine with it.","iLife is easily compatible with Microsoft Office so you can send and receive <span class=""AS"">files</span> from a PC.","I like those programs better than Office and you can save your <span class=""AS"">files</span> to be completely compatible with the Office programs as well.","This Notebook restarts every time there is a new update, so if you don't save your <span class=""AS"">files</span> and information, everything will be lost.","PDF <span class=""AS"">files</span> can be viewed instantly.","I always use a backup hard disk to store important <span class=""AS"">files</span> at all times.","There is no cd drive on the computer, which defeats the purpose of keeping <span class=""AS"">files</span> on a cd.","I am able to organize my pics, music and <span class=""AS"">files</span> easily."
laptops,laptop,,,"My one complaint with this <span class=""AS"">laptop</span> is that I've noticed an electronic fuzz sound coming out of the headphone jack when headphones are plugged in.","I chose the iBookG4, a <span class=""AS"">laptop</span> that is an attractive computer with a large screen big enough to please anyone.","I love this piece of equipment, It will be hard to go back to other type of <span class=""AS"">laptop</span> after using a MacBook Pro.","So not having my <span class=""AS"">laptop</span> was discouraging.","I would like to tell you about the best <span class=""AS"">laptop</span> I just got from Mac.","I have owned many different brands of <span class=""AS"">laptops</span> in my life.","Programs would crash all the time, and it turned out to be a very unstable, unreliable <span class=""AS"">laptop</span> for me.","When I got this <span class=""AS"">laptop</span> in 2007 to help me with school, I had a hard time from beginning.","It seemed to be a very nice <span class=""AS"">laptop</span> except I was not able to load my Garmin GPS software or Microsoft Office 2003.","It out performs any other <span class=""AS"">laptop</span> on the market today.","They claim that I should be happy because I am getting a new <span class=""AS"">laptop</span> to replace my two-month old laptop.","The difference is it's a whole lot of fun using the <span class=""AS"">laptop</span> now, still learning the Apple navigation, but is fun and comes with a lot of cool apps.","I bought this <span class=""AS"">laptop</span> and found its TAB is not functioning.","I do admit it is pricey but the saying is really true with this MacBook Pro <span class=""AS"">Laptop</span> ( You get what you pay for).","Currently if I use the <span class=""AS"">laptop</span> I can't sit it on my lap because it will burn my legs.","I bought this <span class=""AS"">laptop</span> Was the worst Laptop I've ever bought.","My <span class=""AS"">laptop</span> now has no battery.","I upgraded from a 5 year old <span class=""AS"">laptop</span> and was amazed to find out that this computer is much slower then my old laptop.","sounds like a typewriter, but if you can get past that, this is a great <span class=""AS"">laptop</span> for a little money!","Garageband is more for the musicians, and the <span class=""AS"">laptop</span> is equipped with a good working microphone, good enough for beginners and musicians at the intermediate level."
screen,,,,"I chose the iBookG4, a laptop that is an attractive computer with a large <span class=""AS"">screen</span> big enough to please anyone.","Maybe this is virus related, maybe not, but the computer has locked up many times, and on two occasions, the <span class=""AS"">screen</span> has simply gone black.","Its small enough where I can take it pretty much anywhere, but still has a big enough <span class=""AS"">screen</span> to get everything done.","More times that not the <span class=""AS"">screen</span> pops up saying I have a bad internet connection, or the page can't be displayed.","The problems started with just the <span class=""AS"">screen</span> freezing.","I took it back for an Asus and same thing- blue <span class=""AS"">screen</span> which required me to remove the battery to reset.","The <span class=""AS"">screen</span> is very large and crystal clear with amazing colors and resolution.","I hate the display <span class=""AS"">screen</span> and I have done everything I could do the change it.","Gradually the freezing <span class=""AS"">screen</span> evolved into a screen that froze in weird shapes.","For the not so good, I got the stock <span class=""AS"">screen</span> - which is VERY glossy.","After 20-30 min the <span class=""AS"">screen</span> of the notebook switched off.","I had a little problem adjusting to the small <span class=""AS"">screen</span> but works fine as long as I remember to carry my glasses.","Three weeks after I bought the netbook, the <span class=""AS"">screen</span> quit working.","I needed a laptop with big storage, a nice <span class=""AS"">screen</span> and fast","Blue <span class=""AS"">screen</span> first month","It has so much more speed and the <span class=""AS"">screen</span> is very sharp.","I was loving this Netbook because it had an amazing <span class=""AS"">screen</span> and display and was small and light, but after 1 week it stopped openning web pages for me (even after installing new browsers) then eventually it just started giving me a blue screen and crashing everytime I booted it.","The <span class=""AS"">screen</span> almost looked like a barcode when it froze.","-Bluetooth (2.1), Fingerprint Reader, Full 1920x1080 <span class=""AS"">screen</span> -Integrated Mic/Webcam","The lcd <span class=""AS"">screen</span> stopped working on mine after 10 months."
computers,computer,,,"I chose the iBookG4, a laptop that is an attractive <span class=""AS"">computer</span> with a large screen big enough to please anyone.","Okay, let's just start out by saying I am in no way a <span class=""AS"">computer</span> techy.","Maybe this is virus related, maybe not, but the <span class=""AS"">computer</span> has locked up many times, and on two occasions, the screen has simply gone black.","Pro Notebook <span class=""AS"">Computer</span> (Z0J80001) Notebook and has become such an integral part of completing our daily needs and social networking.","After the first few months, the <span class=""AS"">computer</span> started crashing about every week.","The <span class=""AS"">computer</span> is so slow, even after paying staples the extra money to speed it up.","I called their repair depot as was told they would send Me a new box to return the <span class=""AS"">computer</span> to the repair depot.","Everything about this <span class=""AS"">computer</span> is easy to use.","*5 weeks after giving the <span class=""AS"">computer</span> for repair*-Apple offers to send replacement after they receive the old computer.","My <span class=""AS"">computer</span> froze on several occasion, had buttons that randomely would fall off and even had moments when the computer would refuse to turn on at all.","if this <span class=""AS"">computer</span> every breaks down on me i will most definatly get the same one again.","I get a ton of compliments on its size, and speaking as someone who regularly commutes on a bus, I can attest to the fact that this is the perfect size <span class=""AS"">computer</span> if you're restricted to the width of your body for computing room.","I can say that I am fully satisfied with the performance that the <span class=""AS"">computer</span> has supplied.","(Beware, their staff could send you back making you feel that only they know what a <span class=""AS"">computer</span> is.","After years of occasionally pulling my hair out fighting <span class=""AS"">computer</span> viruses, a good friend convinced me it was time to go the Apple route.","My brother is a <span class=""AS"">computer</span> wiz and would laugh at me because he used an Apple.","The extended warranty for the $4000 and up <span class=""AS"">computers</span> was the only one available for purchase on the drop drown menu.","At least those <span class=""AS"">computers</span> didn't just die on me like this one.","I upgraded from a 5 year old laptop and was amazed to find out that this <span class=""AS"">computer</span> is much slower then my old laptop.","this was my means of communication with my fiance who was deployed) but I suffered thru it and would constandly have to reset the <span class=""AS"">computer</span> to be able to use my cam and mic"
times,time,,,"It has bein into the shop to get a new hardrive 2 <span class=""AS"">times</span> and to fix the touch control buttons on the keyboard!","I have full control at all <span class=""AS"">times</span> of what is going on - there is no control+alt+delete business anymore.","I had to call Apple 19 <span class=""AS"">times</span> (each time 40 to 75 minutes on the phone), and take it to their store for evaluations, and diagnostics, 5 times.","but t looks like the newer macbooks have gotten its current line of graphics cards in order this <span class=""AS"">time</span> around.","When I got this laptop in 2007 to help me with school, I had a hard <span class=""AS"">time</span> from beginning.","More <span class=""AS"">times</span> that not the screen pops up saying I have a bad internet connection, or the page can't be displayed.","And that was the fourth <span class=""AS"">time</span> ive sent it to them to get fixed.","I've saved a lot of <span class=""AS"">time</span> and headaches so far, using my new MacBook Pro.","The first <span class=""AS"">time</span> it crashed was maybe going on a year and a half of having it.","After years of occasionally pulling my hair out fighting computer viruses, a good friend convinced me it was <span class=""AS"">time</span> to go the Apple route.","1st <span class=""AS"">time</span> they got it working the next 5 month","Prior to this computer, I owned a PowerBook G4 for 6 years (quite a long <span class=""AS"">time</span> for a laptop).","If your <span class=""AS"">time</span> is worth anything to you, if you are tired of rebooting, reformatting, reinstalling, trying to find drivers, if you want a computer to work for you for a change, make the change to this computer.","With a MAC computer I have more free <span class=""AS"">time</span> as I don't have to wait for windows to boot up or shut down and all the viruses associated with windows.","My husband purchased a laptop at the same <span class=""AS"">time</span> for about $300 less (he got a pc).","Not enough <span class=""AS"">time</span> for me to give it 5 stars!","My son and his family have a hard <span class=""AS"">time</span> financially because he is self-employed so the family had no computer of any kind, and kyle the oldest child is 12 and really need something to help him in school.","After way too many <span class=""AS"">times</span> sending the thing in for repairs (delivery service was slow, and without the laptop I had no access to the internet, and thus no way of tracking it to find out when I might hope to see my computer again), it finally kicked the bucket after just over 2 years.","Took a long <span class=""AS"">time</span> trying to decide between one with retina display and one without.","I have had to send in my laptop three <span class=""AS"">times</span> to get it fixed."
graphics,graphic,,,"I am a freelance <span class=""AS"">graphic</span> artist.","but t looks like the newer macbooks have gotten its current line of <span class=""AS"">graphics</span> cards in order this time around.","Apple is aware of this issue and this is either old stock or a defective design involving the intel 4000 <span class=""AS"">graphics</span> chipset.","I bought it to my son who uses it for <span class=""AS"">graphic</span> design.","I need <span class=""AS"">graphic</span> power to run my Adobe Creative apps efficiently.","I love to write and play with <span class=""AS"">graphics</span> and html programming and my new Toshiba works great on both!","The Like New condition of the iMac MC309LL/A on Amazon is at $900+ level only, and it is a Quad-Core 2.5 GHz CPU (similar to the $799 Mini), with Radeon HD 6750M 512MB <span class=""AS"">graphic</span> card (this mini is integrated Intel 4000 card), and it even comes with wireless Apple Keyboard and Mouse, all put together in neat and nice package.","It is easy to use, fast and has great <span class=""AS"">graphics</span> for the money.","The ATI <span class=""AS"">graphics</span> card is a huge plus, definitely a good value if you need to be able to run some slightly older games that a Intel built-in card would have trouble with, such as Half-Life 2 or even World of Warcraft.","The switchable <span class=""AS"">graphic</span> card is pretty sweet when you want gaming on the laptop.","Who couldn't love a DVD burner, 80-gigabyte HD, and fairly new <span class=""AS"">graphics</span> chip?","Just keep in mind the <span class=""AS"">graphics</span> is not dedicated so loading the movie almost took a minute, but it ran fairly smooth for a non-dedicated graphics card.","The system constantly overheats, the battery life is too short, the case is coming apart, and my core applications that I use every day in my work as a <span class=""AS"">graphic</span> artist run poorly.","Bigger HD, better <span class=""AS"">graphics</span> card, and a bid HD.","The <span class=""AS"">graphics</span> on this computer are also stellar - very clear and vivid.","It's <span class=""AS"">graphics</span> aren't bad at all, for the lower end of the MacBook Pro spectrum, easily capable of running StarCraft II and other games with comparable graphics.","The screen <span class=""AS"">graphics</span> and clarity, and sharpness are great.","And the fact that Apple is driving the 13"" RMBP with the Intel4000 <span class=""AS"">graphic</span> chip seems underpowered (to me.","As a <span class=""AS"">graphic</span> arts a retired instructor I still love to play with the graphic with photos and clip art .....","I do find that my MacBook has a lot more bells and whistles than a normal PC especially if you enjoy technology, downloading pictures and <span class=""AS"">graphic</span> design."
need,,,,"You may <span class=""AS"">need</span> to special order a bag.","I definitely suggest getting an extended warranty, you will probably <span class=""AS"">need</span> it!","The only thing I didn't learn in my research was the software I would <span class=""AS"">need</span> like privacy protection and warranty protection, in case it gets broken, or crashes etc.","They <span class=""AS"">need</span> to stop outsoucing and send some complaint calls to US based customer service agents for those who live in the United states.","You'll <span class=""AS"">need</span> to upgrade and pay a little more for them.","I <span class=""AS"">need</span> graphic power to run my Adobe Creative apps efficiently.","My son and his family have a hard time financially because he is self-employed so the family had no computer of any kind, and kyle the oldest child is 12 and really <span class=""AS"">need</span> something to help him in school.","My only gripe would be the <span class=""AS"">need</span> to add more RAM.","The ATI graphics card is a huge plus, definitely a good value if you <span class=""AS"">need</span> to be able to run some slightly older games that a Intel built-in card would have trouble with, such as Half-Life 2 or even World of Warcraft.","I was informed that I <span class=""AS"">need</span> to call some 0900 number first.","my information was all lost (my fault, I know, but I never thought I would <span class=""AS"">need</span> to back up my information on a brand new Mac, the paragon of all computers!","It has everything I would <span class=""AS"">need</span> for a home computer.","They told me to reprogram the computer, and I didn't <span class=""AS"">need</span>  to do that, and I lost pictures of my oldests first 2 years of her  life.","Other than that, I would recommend this to someone in <span class=""AS"">need</span> of a cheap laptop with semi-decent gaming capabilities.","My Mac is much more efficient than a PC so it does not <span class=""AS"">need</span> the extra bells and whistles to compete.","This laptop does everything I <span class=""AS"">need</span> it to very well.","About 1/2 of the sites I <span class=""AS"">need</span> to visit because of my work contain some type of Flash.","Also, if you <span class=""AS"">need</span> to talk to a representive at Microsoft, there is a charge, which I believe is robbery, since you are charged enormous amounts for a very badly designed system, which most people would have went with XP if they could.","Does everything I <span class=""AS"">need</span> it to, has a wonderful battery life and I couldn't be happier.","It doesn't have a lot of frills, but I didn't <span class=""AS"">need</span> any, and being able to buy what I needed, and not more than I needed was very important."
piece,,,,"I love this <span class=""AS"">piece</span> of equipment, It will be hard to go back to other type of laptop after using a MacBook Pro.","Oh, it is such a great <span class=""AS"">piece</span> of equipment.","I have three words: <span class=""AS"">Piece</span> of Junk!","I found that a tiny plastic <span class=""AS"">piece</span> inside had broken (manuf issue).","The investment of a new MacBook Pro came at a price, but totally worth it for a good <span class=""AS"">piece</span> of mind.","Congratulations Asus for creating one big <span class=""AS"">piece</span> of dump which is my laptop.","She said Wal Mart rants and raves abouy carring Dell because it's a big name but they are a <span class=""AS"">piece</span> of garbage.","Worth the investment and truly a fine <span class=""AS"">piece</span> of equipment.","I've haven't had any major problems with the laptop except that the plastic <span class=""AS"">piece</span> that covers the usb port wires have all come off."
others,other,,,"I love this piece of equipment, It will be hard to go back to <span class=""AS"">other</span> type of laptop after using a MacBook Pro.","While I mostly use it for email, internet and gaming, I'm confident all <span class=""AS"">other</span> applications live up to the high standard I've come to appreciate from Mac laptops.","I am not going to sit here and complain about it not having a cd drive and what not because it is a netbook, it is made to be compact and if you want all the <span class=""AS"">other</span> stuff get a laptop.","The only thing that can be updated is the video, <span class=""AS"">other</span> than that you're all set.","It out performs any <span class=""AS"">other</span> laptop on the market today.","This isn't a big deal, I haven't noticed the issue with DVDs or <span class=""AS"">other</span> media, only through USB output.","My only <span class=""AS"">other</span> complaint is that it gets really hot.","As usual at customer service center, she asked me to hold for a moment while she went to the back-office and compare it with <span class=""AS"">other</span> same model netbooks and discussed it with her colleague (I could see them).","I own <span class=""AS"">other</span> Macs but always find myself navigation to the MacBook Pro to get my work done.","It is a much more streamlined system for adding programs, using the internet, and doing <span class=""AS"">other</span> things everyone does on a computer.","It's fast, quiet, incredibly small and affordable compared to <span class=""AS"">other</span> Mac models.","They transfer you around to <span class=""AS"">other</span> people who do not understand what you are saying","The only thing I miss are the ""Home/End"" type keys and <span class=""AS"">other</span> things that I grew accustomed to after so long.","I dual boot with Linux and that <span class=""AS"">other</span> security-prone OS and it performs flawlessly.","The keyboard is slick and quiet and not bulky like some <span class=""AS"">other</span> laptops I have had in the past.","It is a REAL touchpad, not the toy I saw in <span class=""AS"">other</span> brands.","Easy to start up and does not overheat as much as <span class=""AS"">other</span> laptops.","Seems a much more economical way to get into Apple than their <span class=""AS"">other</span> computers.","The Nortons virus scan is only for a very short time unlike <span class=""AS"">others</span> that usually are good for a year.","The built in camera is very useful when chatting with <span class=""AS"">other</span> techs in remote buildings on our campus."
way,,,,"Okay, let's just start out by saying I am in no <span class=""AS"">way</span> a computer techy.","Do you think it's fun to take public transport all the <span class=""AS"">way</span> to the service center and get a non-satisfactory solution?","There's literally no <span class=""AS"">way</span> to make it sing with Vista.","The Bluetooth was not there at all, and the fingerprint reader driver would be there, but the software would hang after installation was 1/2 <span class=""AS"">way</span> done.","After <span class=""AS"">way</span> too many times sending the thing in for repairs (delivery service was slow, and without the laptop I had no access to the internet, and thus no way of tracking it to find out when I might hope to see my computer again), it finally kicked the bucket after just over 2 years.","the mouse is <span class=""AS"">way</span> way way to sensitve.","the laptop was really good and it goes really fast just the <span class=""AS"">way</span> i thought it would of run.","I have used different laptops in the past and I have to rate this one <span class=""AS"">way</span> above the rest.","Seems a much more economical <span class=""AS"">way</span> to get into Apple than their other computers.","Either <span class=""AS"">way</span> I'm furious.","It is loaded with programs that is of no good for the average user, that makes it run <span class=""AS"">way</span> to slow.","But with A <span class=""AS"">WAY</span> Bigger Screen, and IS able to connect to an HDMI.","I love the <span class=""AS"">way</span> the entire suite of software works together.","but I'm finding my <span class=""AS"">way</span> around.","I respond that I do not have the old computer and this <span class=""AS"">way</span> I would lose the data on my hard drive.","I don't use my laptop in a <span class=""AS"">way</span> though that needs a long battery life","I have had two Toshiba satellite computers and while they are okay, they are in no <span class=""AS"">way</span> comparable to the Mac.","In the <span class=""AS"">way</span> of operating a mouse in small area.","In fact, somehow (and I never opened it up) some specks of dust or something got inside the screen and are now there permanently, behind the front of the screen, in the <span class=""AS"">way</span> of the display.","i think that anyone looking for a good durrable laptop then this is the <span class=""AS"">way</span> to go."
