Term,Alias1,Alias2,Alias3,Example1,Example2,Example3,Example4,Example5,Example6,Example7,Example8,Example9,Example10,Example11,Example12,Example13,Example14,Example15,Example16,Example17,Example18,Example19,Example20
products,product,,,"The Mac OS improvement were not The <span class=""AS"">product</span> they Want to offer.","And I'm still paying the bloody financing, for a <span class=""AS"">product</span> which didn't last me at least three years !","I just can't fathom that the celebrated Dell would last a week in environment of free competition with normal <span class=""AS"">products</span> - it only survives b/c its substandard laptops are forced onto captive students and employees through question-raising programs.","Accordingly, I have decided to NEVER purchase another HP <span class=""AS"">product</span> (my five year old Compaq) lasted 5-years before the hard drive crashed.","That was my first Apple <span class=""AS"">product</span> and since then I have been incredibly happy with every product of theirs I have bought.","THE <span class=""AS"">PRODUCT</span> KEY.","Apple is unmatched in <span class=""AS"">product</span> quality,aesthetics,craftmanship, and customer service.","I bought my first MacBook after seeing the <span class=""AS"">product</span> demonstrated.","There is NO way I will buy a LG <span class=""AS"">product</span> in the future.","They were great in handling this problem, and I'm looking forward in purchasing additonal <span class=""AS"">products</span> from them in the future.","but other then that I would give this <span class=""AS"">product</span> a 4 in hafe stars.","Being a tech savvy, APPLE - <span class=""AS"">product</span> loving person, I'm glad I finally got the MacBook Pro!","The Dell mini was the first Dell <span class=""AS"">product</span> that I had ever purchased.","I am not happy at all with the <span class=""AS"">product</span> I purchased.","This is the first Apple <span class=""AS"">product</span> that I have purchased.","Have purchased many <span class=""AS"">products</span> over the years from MacConnection and this transaction, like all the others, we smoothly with no problems.","Received the <span class=""AS"">product</span> promptly and without any issues.","I am please with the <span class=""AS"">products</span> ease of use; out of the box ready; appearance and functionality.","I would not recommend this <span class=""AS"">product</span> to anyone.","All-in-all, I would definitely recommend this <span class=""AS"">product</span> for nearly everyone."
mac,,,,"The <span class=""AS"">Mac</span> OS improvement were not The product they Want to offer.","This <span class=""AS"">mac</span> is great!","PC users use the Powerpoint program for slide-show presentation and <span class=""AS"">Mac</span> users utilize Keynote.","I had never owned a <span class=""AS"">Mac</span> before;","A <span class=""AS"">mac</span> is very easy to use and it simply makes sense.","I love the <span class=""AS"">Mac</span> so much better than my work PC!","In short, you could say your <span class=""AS"">mac</span> could become your best friend (no intention of replacing Rover your dog).","My <span class=""AS"">mac</span> laptop is fabulous in both areas.","But, <span class=""AS"">Mac</span> makes the switch from PC to Mac easy.","I then upgraded to <span class=""AS"">Mac</span> OS X 10.8 ""Mountain Lion"".","So, I'm cooled on <span class=""AS"">Mac</span> buys.","Instead, I'll focus more on the actual performance and feature set of the hardware itself so you can make an educated decision on which <span class=""AS"">Mac</span> to buy.","It is made of such solid construction and since I have never had a <span class=""AS"">Mac</span> using my iPhone helped me get used to the system a bit.","I would say that 85% of the design industry is <span class=""AS"">Mac</span> for good reason.","Having a <span class=""AS"">Mac</span> certainly makes life easier.","In the short time of one month since the 2012 <span class=""AS"">Mac</span> Mini was released there are well over 1000 posts regarding this issue and the numbers keep rising.","One, owning a <span class=""AS"">mac</span> is essentially a full production studio (in the case of a mac book a portable version).","I tried out another <span class=""AS"">Mac</span> for a few months before buying this one and it is a great machine.","Despite the claims of the Apple apologists (a vice of which I am recently myself reformed) the internals of <span class=""AS"">Mac</span> laptops are NO different from PCs' at this point.","PC users work in Word, while <span class=""AS"">Mac</span> users work in Pages."
os,,,,"The Mac <span class=""AS"">OS</span> improvement were not The product they Want to offer.","Being a PC user my whole life, it's taking a bit of time to adapt to the <span class=""AS"">OS</span> of a Mac","I then upgraded to Mac <span class=""AS"">OS</span> X 10.8 ""Mountain Lion"".","The <span class=""AS"">OS</span> takes some getting used to especially after being a Windows user for so long but the learning curve is so worth it!","The flaws are, this computer is not for computer gamers because of the <span class=""AS"">OS</span> X.","However, the experience was great since the <span class=""AS"">OS</span> does not become unstable and the application will simply shutdown and reopen.","I dual boot with Linux and that other security-prone <span class=""AS"">OS</span> and it performs flawlessly.","With the softwares supporting the use of other <span class=""AS"">OS</span> makes it much better.","A MONTH LATER, we reinstall the <span class=""AS"">OS</span> (Vista).","I am much happier about MAC <span class=""AS"">OS</span> and have just bought an iMac for office.","The <span class=""AS"">OS</span> is easy, and offers all kinds of surprises.","First off, I really do like my MBP... once used to the <span class=""AS"">OS</span> it is pretty easy to get around, and the overall build is great...","The new <span class=""AS"">os</span> is great on my macbook pro!","I was extremely happy with the <span class=""AS"">OS</span> itself.","I like how the Mac <span class=""AS"">OS</span> is so simple and easy to use.","You will need them if you want to reload the <span class=""AS"">OS</span> (I recommend doing if you can to start fresh and optimal).","can't reinstall with standard <span class=""AS"">os</span> cd because of proprietary hardware drivers.","The improvements to the <span class=""AS"">OS</span> have been relatively gradual, but substantive.","The Mountain Lion <span class=""AS"">OS</span> is not hard to figure out if you are familiar with Microsoft Windows.","The <span class=""AS"">OS</span> is fast and fluid, everything is organized and it's just beautiful."
brand,,,,"I told them that I just received my <span class=""AS"">brand</span> new MacBook","my information was all lost (my fault, I know, but I never thought I would need to back up my information on a <span class=""AS"">brand</span> new Mac, the paragon of all computers!","I'm not going to lie, I've never really liked the Acer <span class=""AS"">brand</span> in general.","This was the second computer and <span class=""AS"">brand</span> bought that day.","This laptop looked <span class=""AS"">brand</span> new and was shipped very quickly.","while it was barely a bargin in the begining, i would never purchase another dell and would not recomend the dell <span class=""AS"">brand</span> to others.","Hopefully my replacement is <span class=""AS"">brand</span> new.","The <span class=""AS"">brand</span> of iTunes has just become ingrained in our lexicon now, but keep in mind that Apple started it all.","I looked around and based off my price/features comparison from a <span class=""AS"">brand</span> I trusted I landed here.","I never had this kind of quality issue with Dell (not to say Dell is that great), not with a <span class=""AS"">brand</span> new laptop.","This laptop has left me with a HORRIBLE taste in my mouth for Acer <span class=""AS"">brand</span> products.","This is why I purchased a <span class=""AS"">BRAND</span> NEW LAPTOP in the first place so it wouldn't have ANY problems.","Great value, fast delivery- Computer works as if <span class=""AS"">brand</span> new, no problems, very pleased","Unable to boot up this <span class=""AS"">brand</span> new laptop.","The store honored their warrenty and made the comment that they don't even recommend the HP <span class=""AS"">brand</span> because of the problems with their warrentys.","I didn't want to buy a generic <span class=""AS"">brand</span> computer","I was very disappointed since it is a <span class=""AS"">brand</span> new computer!","The <span class=""AS"">brand</span> is tarnished in my heart."
price,,,,"The <span class=""AS"">price</span> and features more than met my needs.","So then you may be lucky to get ahold to someone who understands that its no good and they will let you send it back, but of course you are taking a chance of them testing it out to see what has happened, and they tell you that it was not on their side , then you are stuck paying for the repair (the <span class=""AS"">price</span> of a new one).","This laptop is a great <span class=""AS"">price</span> and has a sleek look.","We researched and found the best <span class=""AS"">price</span> at MacConnection.","The <span class=""AS"">price</span> is another driving influence that made me purchase this laptop.","But see the macbook pro is different because it may have a huge <span class=""AS"">price</span> tag","For the [$] <span class=""AS"">price</span> (special offer) this is a great laptop.","For the <span class=""AS"">price</span> and what I get out of it has exceeded my expectations.","The <span class=""AS"">price</span> is great for this model, I only plan on using it for media in the entertainment room.","The only downfall is a lot of the software I have won't work with Mac and iWork is not worth the <span class=""AS"">price</span> of it.","I will never complain about the <span class=""AS"">price</span> since I believe you get what you pay for and my MacBook Pro was worth every dollar.","Battery life could be better but overall for the <span class=""AS"">price</span> and Toshiba's reputation for laptops","If you ask me, for this <span class=""AS"">price</span> it should be included.","this is the best <span class=""AS"">price</span> we can get for a great product.","The <span class=""AS"">price</span> was very good, and the product is top quality.","Other than not being a fan of click pads (industry standard these days) and the lousy internal speakers, it's hard for me to find things about this notebook I don't like, especially considering the $350 <span class=""AS"">price</span> tag.","I was really happy because it is a much better <span class=""AS"">price</span> on amazon.com than it was in the Mac store.","The <span class=""AS"">price</span> is 200 dollars down.","I thought the <span class=""AS"">price</span> was great for the specs.","Everything I wanted and everything I needed and the <span class=""AS"">price</span> was great!"
features,feature,,,"The price and <span class=""AS"">features</span> more than met my needs.","I was looking too closely at the other performance specs and while comparing, I took it for granted that these <span class=""AS"">features</span> were standard.","and it comes with the new OSX that comes with new <span class=""AS"">features</span> that makes the use more easy.","Instead, I'll focus more on the actual performance and <span class=""AS"">feature</span> set of the hardware itself so you can make an educated decision on which Mac to buy.","It has easy to use <span class=""AS"">features</span> and all the speed and power I could ask for.","It did not have all the <span class=""AS"">features</span> I expected it to have.","Sure it's not light and slim but the <span class=""AS"">features</span> make up for it 100%.","Its Office compatible, but the <span class=""AS"">features</span> and its functioning is all new again so you might as well save the money and just learn the pre installed mac programs.","Otherwise, all other <span class=""AS"">features</span> are a 1","I even got my teenage son one, because of the <span class=""AS"">features</span> that it offers, like, iChat, Photobooth, garage band and more!","I'ts nice to have the higher-end laptops, but this fits my budget and the <span class=""AS"">features</span> I need.","No Cd Rom in the new version there's no way I'm spending that kind of money on something has less <span class=""AS"">features</span> than the older version.","Its very nice and once you learn the <span class=""AS"">features</span> you will be so happy to have such a sophisticated computer.","It has all the <span class=""AS"">features</span> that are necessary for college","However, I love this particular Mac because its very fast, great size, and has fantastic <span class=""AS"">features</span> like the lighted keyboard and easy mouse pad.","I also love the design, the looks, the feel, and the my toshiba <span class=""AS"">feature</span> is wonderfull.","the <span class=""AS"">features</span> are great, the only thing it needs is better speakers.","it's exactly what i wanted, and it has all the new <span class=""AS"">features</span> and whatnot.","Even so, I like playing online games, so it was wonderful that there is a <span class=""AS"">feature</span> where I can dualboot Windows.","Has all the other <span class=""AS"">features</span> I wanted including a VGA port, HDMI, ethernet and 3 USB ports."
months,month,,,"Then after 4 or so <span class=""AS"">months</span> the charger stopped working","I've had this laptop for about a <span class=""AS"">month</span> now.","I had this computer for one <span class=""AS"">month</span> and had to send it in for repair.","Then only FOUR <span class=""AS"">months</span> later, my great MacBook pro FAILED.","After about another <span class=""AS"">month</span> I had to send it in AGAIN to Acer for repairs.","Got the computer back a <span class=""AS"">month</span> later and it was still broken sent it out again and they repaired it.","A <span class=""AS"">month</span> or so ago, the freaking motherboard just died.","I purchased this laptop 9 <span class=""AS"">months</span> ago!","It was about six <span class=""AS"">months</span> later when the overheating problem started again, to the point it felt like fire on the bottom of the machine!","In the short time of one <span class=""AS"">month</span> since the 2012 Mac Mini was released there are well over 1000 posts regarding this issue and the numbers keep rising.","I tried out another Mac for a few <span class=""AS"">months</span> before buying this one and it is a great machine.","and now I'm out of warranty even though this has been a constant 5 <span class=""AS"">month</span> occurance since I bought the netbook.","The second issue I had with it occured a <span class=""AS"">month</span> later and it kept overheating, even if on for less than an hour!","I have had it 9 <span class=""AS"">months</span> and it is already a $250 loss.","I had 3 <span class=""AS"">months</span> when the ports started going out.","5 <span class=""AS"">months</span> dead again.","I got assurances from 2 different people that the remaining 10 <span class=""AS"">months</span> of my warranty would transfer to the new computer.","After replacing the hard drive the battery stopped working  (3 <span class=""AS"">months</span> of use) which was frustrating.","even though I had the receipt in front of me proving it still had 2 <span class=""AS"">months</span> left on the warranty.","I did have to replace the battery once, but that was only a couple <span class=""AS"">months</span> ago and it's been working perfect ever since."
buy,,,,"so I was forced to go out and <span class=""AS"">buy</span> new hardware just to keep this computer running.","so when I had the money to <span class=""AS"">buy</span> one I bought other things instead....a 700 laptop and some extra stuff with it.","The hard drive crashed as well, and I had to <span class=""AS"">buy</span> a new  power cord.","Sure hope Best <span class=""AS"">Buy</span> will replace it asap.","I found this laptop on sale for under 6000 at Best <span class=""AS"">Buy</span> which was a great deal!","The only objection I have is that after you <span class=""AS"">buy</span> it the windows 7 system is a starter and charges for the upgrade.","Don't <span class=""AS"">buy</span> this model.","In all honesty, if someone is looking for a quality laptop and willing to pay a little more money for a normal sized laptop than a cheaper and less impressive laptop, then do not <span class=""AS"">buy</span> this computer.","It's slow and one day i hope to have the money to get rid of it and <span class=""AS"">buy</span> something else.","If you are looking for a netbook pc DO NOT <span class=""AS"">BUY</span> FROM ASUS!!!","I would <span class=""AS"">buy</span> this lap top over and over again!","I would never tell anyone to <span class=""AS"">buy</span> one either.","Best <span class=""AS"">Buy</span> laughed when I told them they should replace it instead of expecting me to be without a computer again for another couple of weeks.","The speed difference is next to NOTHING for a mac, and the hard drive can be manually upgraded or you could just <span class=""AS"">buy</span> a $60 500gb external hard drive.","DO NOT <span class=""AS"">BUY</span> GATEWAY COMPUTERS","There is NO way I will <span class=""AS"">buy</span> a LG product in the future.","I would never <span class=""AS"">buy</span> a Dell again.","Can you <span class=""AS"">buy</span> any laptop that matches the quality of a MacBook?","You can call HP and they want you to <span class=""AS"">buy</span> more software to fix it.","Well i got this computer from Best <span class=""AS"">Buy</span> and I have had nothing but problems"
things,thing,,,"The one <span class=""AS"">thing</span> that Apple does right is computers.","so when I had the money to buy one I bought other <span class=""AS"">things</span> instead....a 700 laptop and some extra stuff with it.","The darn <span class=""AS"">thing</span> wouldn't go back on.","So think about factoring those <span class=""AS"">things</span> in when you purchase.","As an owner of a Toshiba Satalite laptop computer <span class=""AS"">things</span> you should know before you buy.","The cool <span class=""AS"">thing</span> about this is anyone can use it.","But as time went on I found it almost impossible to keep the <span class=""AS"">thing</span> on-line through wi-fi.","The only <span class=""AS"">thing</span> I wish this had was the option to turn off the touchpad with a button like my big 16"" laptop does.","And the fact that it comes with an i5 processor definitely speeds <span class=""AS"">things</span> up","The only bad <span class=""AS"">thing</span> about it is they give you the worst batteries possible.","I would recommend it just because of the internet speed probably because thats the only <span class=""AS"">thing</span> i really care about.","I feel that enough people have Macs these days and that companies need to start making <span class=""AS"">things</span> more compatable than they used to be.","I also like the acer arcade but these were reallythe only two <span class=""AS"">things</span> I liked about this laptop.","The only thing I dislike is the touchpad, alot of the times its unresponsive and does <span class=""AS"">things</span> I dont want it too, I would recommend using a mouse with it.","The only <span class=""AS"">thing</span> I dislike is the touchpad, alot of the times its unresponsive and does things I dont want it too, I would recommend using a mouse with it.","It's the most wonderful <span class=""AS"">thing</span> in the entire world.","Great <span class=""AS"">things</span> come in small ""packages.","Here are the <span class=""AS"">things</span> that made me confident with my purchase:Build Quality - Seriously, you can't beat a unibody construction.","I didn't like one <span class=""AS"">thing</span> about it.","The start menu is not the easiest <span class=""AS"">thing</span> to navigate due to the stacking."
money,,,,"so when I had the <span class=""AS"">money</span> to buy one I bought other things instead....a 700 laptop and some extra stuff with it.","now he mows yards so he can earn the <span class=""AS"">money</span> for the wireless internet.","In summary, take your <span class=""AS"">money</span> elsewhere.","In all honesty, if someone is looking for a quality laptop and willing to pay a little more <span class=""AS"">money</span> for a normal sized laptop than a cheaper and less impressive laptop, then do not buy this computer.","It's slow and one day i hope to have the <span class=""AS"">money</span> to get rid of it and buy something else.","It was a Waste of <span class=""AS"">money</span> from day one!","when i called to have another one shipped or to get my <span class=""AS"">money</span> back","Overall though, for the <span class=""AS"">money</span> spent it's a great deal.","Its Office compatible, but the features and its functioning is all new again so you might as well save the <span class=""AS"">money</span> and just learn the pre installed mac programs.","Best <span class=""AS"">money</span> I ever spent.","This system is not worth the <span class=""AS"">money</span> or trouble trying to get it fix.","I'll rather be out of date then spend more <span class=""AS"">money</span> on toshiba.","I'm so disgusted that I wasted my <span class=""AS"">money</span> on this product.","Sure, the initial out of pocket expense is greater, but that should not dissuade anyone from the fact that these machines run like none other on the planet, and when I factor in all the <span class=""AS"">money</span> in that I wasted on Geek Squad and the latest patches to de-corrupt my infested PCs, it probably comes out about even anyhow.","Was this product worth my time and <span class=""AS"">money</span> to ever want to purchase another products that is toshiba or relating to toshiba?","Screen, keyboard, and mouse: If you cant see yourself spending the extra <span class=""AS"">money</span> to jump up to a Mac the beautiful screen, responsive island backlit keyboard, and fun multi-touch mouse is worth the extra money to me alone.","No Cd Rom in the new version there's no way I'm spending that kind of <span class=""AS"">money</span> on something has less features than the older version.","Summary: Spend your <span class=""AS"">money</span> elsewhere","It was just one problem after another for me, and that's reason we had forked out so much <span class=""AS"">money</span> was so we wouldn't have anything to worry about.","Overall for the <span class=""AS"">money</span> this is a good deal."
others,other,,,"so when I had the money to buy one I bought <span class=""AS"">other</span> things instead....a 700 laptop and some extra stuff with it.","The applications are also very easy to find and maneuver, much easier than any <span class=""AS"">other</span> computer I have ever owned.","I was looking too closely at the <span class=""AS"">other</span> performance specs and while comparing, I took it for granted that these features were standard.","Simple details, crafted aluminium and real glass make this laptop blow away the <span class=""AS"">other</span> plastic ridden, bulky sticker filled laptops.","It's even easy to hook up to <span class=""AS"">other</span> wireless networks.","Then I proceed to tell her that I checked out <span class=""AS"">other</span> retail stores that carry the netbook","The resolution is even higher then any <span class=""AS"">other</span> laptop on the market.","It's great for streaming video and <span class=""AS"">other</span> entertainment uses.","I also tried the touch pad and compared it to <span class=""AS"">other</span> netbooks in the store.","I dual boot with Linux and that <span class=""AS"">other</span> security-prone OS and it performs flawlessly.","It's graphics aren't bad at all, for the lower end of the MacBook Pro spectrum, easily capable of running StarCraft II and <span class=""AS"">other</span> games with comparable graphics.","but <span class=""AS"">other</span> then that I would give this product a 4 in hafe stars.","With the softwares supporting the use of <span class=""AS"">other</span> OS makes it much better.","Theres also iDVD, a program dedicated to putting all your favorite media together- photos, recordings, video projects into one program so that you can create the perfect memoir for your parents, family, siblings, and any <span class=""AS"">other</span> person important in your life that there may be.","My only <span class=""AS"">other</span> complaint is that it gets really hot.","It may take a little getting used to but you don't have to worry about viruses or <span class=""AS"">other</span> headaches.","Garageband is easy to work with, like all the <span class=""AS"">other</span> apple applications I've had experience with.","Sure, the initial out of pocket expense is greater, but that should not dissuade anyone from the fact that these machines run like none <span class=""AS"">other</span> on the planet, and when I factor in all the money in that I wasted on Geek Squad and the latest patches to de-corrupt my infested PCs, it probably comes out about even anyhow.","Only <span class=""AS"">other</span> thing is that if you are using this for document creation Apple doesnt provide any kind of word processor (such as works for windows), but iwork is cheap compared to office.","I own <span class=""AS"">other</span> Macs but always find myself navigation to the MacBook Pro to get my work done."
