Term,Alias1,Alias2,Alias3,Example1,Example2,Example3,Example4,Example5,Example6,Example7,Example8,Example9,Example10,Example11,Example12,Example13,Example14,Example15,Example16,Example17,Example18,Example19,Example20
nothing,,,,"When the bill came, <span class=""AS"">nothing</span> was comped, so I told the manager very politely that we were willing to pay for the wine, but I didn't think I should have to pay for food with a maggot in it.","Food was okay, <span class=""AS"">nothing</span> great.","In terms of the food itself -- <span class=""AS"">nothing</span> special, we limited ourselves to several appetizers.","We refused to pay for it because at this point it had <span class=""AS"">nothing</span> to do with the food anymore.","lobster was good, <span class=""AS"">nothing</span> spectacular.","but definitely <span class=""AS"">nothing</span> great.","The dinner was ok, <span class=""AS"">nothing</span> I would have again.","It's just good food, <span class=""AS"">nothing</span> more and that's all we want!","Amma is <span class=""AS"">nothing</span> special.","Food was okay, <span class=""AS"">nothing</span> great.","The menu is <span class=""AS"">nothing</span> like the one on the website.","This is where it really really gets bad: the manager said, there is absolutely <span class=""AS"">nothing</span> we can do, it's a matter of taste that she didn't like it, and I cannot comp it.","The food is very good too but for the most part, it's just regular food, <span class=""AS"">nothing</span> special.","The scallion pancakes and fried dumplings were <span class=""AS"">nothing</span> out of the ordinary.","Rao is a good restaurant, but it's <span class=""AS"">nothing</span> special.","The atmosphere is <span class=""AS"">nothing</span> special, but it feels like a Sushi establishment in Tokyo.","The scallion pancakes and fried dumplings were <span class=""AS"">nothing</span> out of the ordinary.","Decor is minimalist and clean - <span class=""AS"">nothing</span> to distract or commend.","Surprisingly <span class=""AS"">nothing</span> could be further from the truth.","Rao is a good restaurant, but it's <span class=""AS"">nothing</span> special."
wine,,,,"bottles of <span class=""AS"">wine</span> are cheap and good.","The <span class=""AS"">wine</span> list is extensive and can easily hike up an otherwise reasonably priced meal.","The <span class=""AS"">wine</span> the service was very good too.","The <span class=""AS"">wine</span> the service was very good too.","even the <span class=""AS"">wine</span> by the glass was good.","good food good <span class=""AS"">wine</span> that's it.","Decent <span class=""AS"">wine</span> selection too.","Very good <span class=""AS"">wine</span> choices.","I have known about this secret for the last 13 years, Emilio(the Godfather) has continued to serve food and <span class=""AS"">wine</span> for the gods at mortal prices.","The <span class=""AS"">wine</span> list is extensive and impressive.","Anyway, the food is good, the price is right and they have a decent <span class=""AS"">wine</span> list.","pre-theatre 3-course dinner with <span class=""AS"">wine</span> flight.","The <span class=""AS"">wine</span> list is excellent.","I had a terrific meal, and our server guided us toward a very nice <span class=""AS"">wine</span> in our price range, instead of allowing us to purchase a similarly priced wine that wasn't as good.","Great <span class=""AS"">wine</span> list and great cocktail menu.","Our waiter was helpful and charming, the food was perfect, and the <span class=""AS"">wine</span> was good, too.","I am a 100 lb girl, had a glass of <span class=""AS"">wine</span> and a glass of beer prior to the dinner, and I was still HUNGRY after my visit to this place!","The <span class=""AS"">wine</span> list was extensive - though the staff did not seem knowledgeable about wine pairings.","Somewhat disappointing <span class=""AS"">wine</span> list (only new vintages.","Solid <span class=""AS"">wine</span> list, knowledgeable staff, friendly owners and an adventurous, ever-changing menu keep us coming back."
area,,,,"I would recommend to ask for a bigger sitting <span class=""AS"">area</span> when you make a reservation (if possible)","We've lived in the <span class=""AS"">area</span> for more than 8 years.","I am relatively new to the <span class=""AS"">area</span> and tried Pick a bgel on 2nd and was disappointed with the service","Dug the blue bar <span class=""AS"">area</span> too.","Was her Monday for lunch - was working on a film in the <span class=""AS"">area</span> - and found this rare jewel.","We've lived in the <span class=""AS"">area</span> for more than 8 years.","In an <span class=""AS"">area</span> sadly lacking in decent Thai food, this is one of the best spots.","I've been living in the Columbia University <span class=""AS"">area</span> for about 10 years with 3 kids - now in their teens.","In an <span class=""AS"">area</span> sadly lacking in decent Thai food, this is one of the best spots.","Yes you have to wait to be seated and because its small there is no waiting <span class=""AS"">area</span> and the seat at the bar was all taken.","Good French restaurant in an <span class=""AS"">area</span> devoid of decent restaurants unless you're into eating 4 pound pastrami sandwiches at Katz' Deli, or Mexican food which is supplied by capable restaurants.","There are other Vietnamese restaurants in the chinatown <span class=""AS"">area</span> and you can forget about those.","but if I am in the <span class=""AS"">area</span> again, I will certainly stop by.","As a Japanese native, I've lived in the Tristate <span class=""AS"">area</span> for over 8 years, but I was just so amazed at this place.","If you are in the <span class=""AS"">area</span> try The Bagel Shoppe on 74th street which is 3 blocks away on 2nd Ave.","THe back garden sitting <span class=""AS"">area</span> is very pleasant, where you can see their personal herb garden.","In the summer months, the back garden <span class=""AS"">area</span> is really nice.","A small, outdoor eating <span class=""AS"">area</span> makes for a private, comfortable space to study alone or meet up with friends.","I am relatively new to the <span class=""AS"">area</span> and tried Pick a bgel on 2nd and was disappointed with the service","THe back garden sitting <span class=""AS"">area</span> is very pleasant, where you can see their personal herb garden."
stuff,,,,"They smell like they <span class=""AS"">stuff</span> them with old canned vegetables like the spinach mushroom calzone.","The <span class=""AS"">stuff</span> tilapia was horrid...","otherwise, good <span class=""AS"">stuff</span> for late nite eats.","Downtown Dinner 2002 - Prixe fix: Appetizers were ok, waiter gave me poor suggestion..try the potato <span class=""AS"">stuff</span> kanish best one.","They smell like they <span class=""AS"">stuff</span> them with old canned vegetables like the spinach mushroom calzone.","If just to drop in, quickly <span class=""AS"">stuff</span> yourself and jet out -- to keep their turn-over.","We made early dinner reservations and were thoroughly impressed, reminds me of my grandfather, its old school Italian scenery with lots of fun <span class=""AS"">stuff</span> to admire.","Complimentary <span class=""AS"">stuff</span> kept coming, and when the waiter saw me opening a gift, I received my dessert on a plate that had Happy Birthday written on it, with a candlevery nice touch, and attentive staff."
mushrooms,mushroom,,,"They smell like they stuff them with old canned vegetables like the spinach <span class=""AS"">mushroom</span> calzone.","Nevertheless, I finished my plate, and that's when I found a maggot in <span class=""AS"">mushroom</span> sauce at the bottom.","The porcini <span class=""AS"">mushroom</span> pasta special was tasteless, so was the seafood tagliatelle.","They smell like they stuff them with old canned vegetables like the spinach <span class=""AS"">mushroom</span> calzone.","The veal and the <span class=""AS"">mushrooms</span> were cooked perfectly.","The one vegetarian entree (Abby's treasure) was actually quite a surprise - it was delicious and had wintermelon covering an assortment of fresh <span class=""AS"">mushrooms</span> and vegetables.","The chicken parm was edible but had canned tomato sauce and boxed pasta and the chicken with portobello <span class=""AS"">mushrooms</span> consisted of dry, inedible chicken with terrible sauce.","Innovations are just as assured, from the simple Carinthia cheese ravioli with wild <span class=""AS"">mushrooms</span> to the caviar-topped sturgeon, beautifully matched with a bright green spinach-vodka sauce.","I had the tuna tartare with sake, <span class=""AS"">mushroom</span> ravioli with pinot noir, and the chocolate sampler with a dessert wine for $49.","Example is the soup which was about 6 oz for $12 dollars and the <span class=""AS"">mushrooms</span> where $12 for about 1oz.","I have never better enjoyed humble root vegetables or a <span class=""AS"">mushroom</span> consomme - and this chef accomplishes without fats.","My friend got the <span class=""AS"">mushroom</span> pizza which tasted better.","My friend got the <span class=""AS"">mushroom</span> pizza which tasted better.","The porcini <span class=""AS"">mushroom</span> pasta special was tasteless, so was the seafood tagliatelle.","the <span class=""AS"">mushroom</span> barley soup is amazing."
night,,,,"Don't leave without trying One <span class=""AS"">Night</span> in Tokyo.","Went here last <span class=""AS"">night</span> and had a pleasant experience.","Highly impressed from the decor to the food to the hospitality to the great <span class=""AS"">night</span> I had!","Also, the place is popular with families, so if you're bothered by children running loose like wild animals, come later at <span class=""AS"">night</span> to avoid them.","We walked in on a Wednesday <span class=""AS"">night</span> and were seated promptly.","Secondly, on this <span class=""AS"">night</span> the place was overwhelmed by upper east side ladies perfume.","My boyfriend and I went here last <span class=""AS"">night</span> and LOVED it!","Had a late <span class=""AS"">night</span> dinner on a Saturday night.","and I'm a <span class=""AS"">night</span> person)","This restaurant used to be our regular Thursday <span class=""AS"">night</span> dinner location.","we came here on a crowded saturday <span class=""AS"">night</span> and were seated right away despite being 15 minutes late for our reservation.","Went to Village last <span class=""AS"">night</span> for my birthday.","Stepping into Casa La Femme last <span class=""AS"">night</span> was a true experience unlike any other in New York!","Had a late <span class=""AS"">night</span> dinner on a Saturday night.","Went to Village last <span class=""AS"">night</span> for my birthday.","I went to Del Frisco's Friday <span class=""AS"">night</span> with my boyfriend for an 8:00 reservation.","but for the value, it was a great affordable spot to enjoy a fun <span class=""AS"">night</span> out with small group.","great toppings definitely a place you need to check out for late <span class=""AS"">night</span> munchies or a mid day boost!","the other <span class=""AS"">night</span> and all I can say is that it was magnificent.","They tell me they are going to cover the garden in glass for the winter, so i'm looking forward to going there on a snowy <span class=""AS"">night</span> to enjoy it."
times,time,,,"We have been to Montparnasse many <span class=""AS"">times</span> and return often for good reason.","but we had a blast and will definately go back the next <span class=""AS"">time</span> we are in the area.","The last two <span class=""AS"">times</span> I ordered from here my food was soo spicy that  I could barely eat it, and the spice took away from the flavor of the dish.","I would not recommend MEET at all, it is a rip off all the way from the <span class=""AS"">time</span> to step in!","This was my frist <span class=""AS"">time</span> at","Overall, this is a great new restaurant that has been consistently good every <span class=""AS"">time</span> I have been.","I can't remember the last <span class=""AS"">time</span> I had such gross food in New York.","This was my frist <span class=""AS"">time</span> at","We spent so much <span class=""AS"">time</span> getting elbowed around while we waited we left.","I have gone back to Siam Square many <span class=""AS"">times</span> since and everytime I am very satisfied overall.","i'm surprised about some of the bad reviews posted here - i've been to tamarind about 5 or 6 <span class=""AS"">times</span> and always come away extremely satisfied and looking forward to returning.","We try frequenting new restaurants all over the city, but any <span class=""AS"">time</span> that we  visit a restaurant other than Roth's we are always disappointed.","have always had a great <span class=""AS"">time</span> here.","I've been many <span class=""AS"">time</span> and have never been disappointed.","Stepped on my foot on the SECOND <span class=""AS"">time</span> he reached over me to adjust lighting.","They are not helpful in the least and will give you the grand run around so by the <span class=""AS"">time</span> the event date rolls around you will not only regret chosing this place, but also become hostile!","We will go back every <span class=""AS"">time</span> we are in the City.","The DJ is awesome, I have been there for my birthday and a bunch of other <span class=""AS"">times</span> with friends","The two star chefs left quite some <span class=""AS"">time</span> ago to open their own place.","Last <span class=""AS"">time</span> I went here, the waitress didn't come back after taking our order."
value,,,,"I literally just got back home after visiting Casa La Femme and was so offended by my visit felt it necessary to try and warn other diners who <span class=""AS"">value</span> their money and time.","This is a wonderful place on all stand points especially <span class=""AS"">value</span> ofr money.","I found the food, service and <span class=""AS"">value</span> exceptional everytime I have been there.","If you like the food and the <span class=""AS"">value</span> you get from some of Chinatown restaurants, this is not the place for you.","The flavors are amazing and the <span class=""AS"">value</span> is phenomenal.","Highly recommend this as great <span class=""AS"">value</span> for excellent sushi and service.","Amma has the worst <span class=""AS"">value</span> for money I have experienced in NYC over the past 2 years.","The service is really fast and friendly, and the <span class=""AS"">value</span> is great.","I would highly recommend this place to anyone who is looking for a fine Indian dining experience that is definitely a <span class=""AS"">value</span> for your dollar.","If you like the food and the <span class=""AS"">value</span> you get from some of Chinatown restaurants, this is not the place for you.","try the spicy shrimp appetizer (again, not the greatest <span class=""AS"">value</span> in the world but worth the price) and the lamb vindaloo is great.","Taj Mahal offeres gret <span class=""AS"">value</span> and great food.","This is a wonderful place on all stand points especially <span class=""AS"">value</span> ofr money.","In such a crappy part of town to find a good <span class=""AS"">value</span> for lunch, this place is great."
money,,,,"I literally just got back home after visiting Casa La Femme and was so offended by my visit felt it necessary to try and warn other diners who value their <span class=""AS"">money</span> and time.","MY husbands birthday and my sons was not as it was intended... and we drove two hours to spend too much <span class=""AS"">money</span> to be treated terribly!","All the <span class=""AS"">money</span> went into the interior decoration, none of it went to the chefs.","Your <span class=""AS"">money</span> could easily be better spent elsewhere","Amma has the worst value for <span class=""AS"">money</span> I have experienced in NYC over the past 2 years.","Don't waste <span class=""AS"">money</span> on decor.","Immediately after we paid, the waiter took the <span class=""AS"">money</span> and said, okay, you guys are outta here.","Immediately after we paid, the waiter took the <span class=""AS"">money</span> and said, okay, you guys are outta here.","I visit New Green Bo when I have <span class=""AS"">money</span> or when I am broke.","I visit New Green Bo when I have <span class=""AS"">money</span> or when I am broke.","Go spend your <span class=""AS"">money</span> somewhere that really wows you.","Way too much <span class=""AS"">money</span> for such a terrible meal.","Save your <span class=""AS"">money</span> and your time and go somewhere else.","Save your <span class=""AS"">money</span> and don't waste your calories, go to Margharita's on Washington Street instead, they have amazing food and the BEST service.","This restaurant is not worth the time, effort, or <span class=""AS"">money</span> to say the least.","I am actually offended to have spent so much <span class=""AS"">money</span> on such a bad experience."
seating,,,,"Service is highly refined: our <span class=""AS"">seating</span> was delayed 35 minutes past our reservation and the maitre d' apologized and regularly kept us apprised of progress.","There is also very limited <span class=""AS"">seating</span> and there can be a substantial wait in getting food at peak times.","The place is larger than most and features adequate <span class=""AS"">seating</span> unlike most joints, and has a bar which deserves a mention.","Warm and friendly in the winter and terrific outdoor <span class=""AS"">seating</span> in the warmer months.","So, if you're walking by and thinking about dining, you might want to see who's going to be <span class=""AS"">seating</span> you first...","Oh yes, and they lie on the phone, claiming they have <span class=""AS"">seating</span> in the garden, then of course the seats are not available.","They also have a back garden open in the summer - cute and French with outdoor <span class=""AS"">seating</span> - what more could you ask for?","The place is a little tight and on a cold day, the <span class=""AS"">seating</span> by the entranceway can be pretty drafty.","Warm and friendly in the winter and terrific outdoor <span class=""AS"">seating</span> in the warmer months."
desserts,dessert,,,"The <span class=""AS"">dessert</span> (we had a pear torte) was good - but, once again, the staff was unable to provide appropriate drink suggestions.","When my <span class=""AS"">dessert</span> came, there was a candle in it - not because anyone asked for one - but because the waiter must have seen me opening my birthday card and gift, and said he knew it was a special occassion of some sort.","The lamb was tender so full of flavor, the <span class=""AS"">dessert</span> was divine!!","The entree was bland and small, <span class=""AS"">dessert</span> was not inspired.","The Halibut was too salty, <span class=""AS"">dessert</span> was so so","Chinese <span class=""AS"">Desserts</span> are known for healthful benefits in addition to the sweetness.","And they provided a delicious <span class=""AS"">dessert</span> on the house!","I was looking for banana tempura for <span class=""AS"">dessert</span> and they dont have.","Oh, and the complimentary pudding <span class=""AS"">dessert</span> was just enough- yummy!","We recently spent New Year's Eve at the restaurant, and had a great experience, from the wine to the <span class=""AS"">dessert</span> menu.","Someone else recommended the <span class=""AS"">dessert</span> - we also left that.","in an effort to increase turnover, the restaurant offers no <span class=""AS"">desserts</span> beyond the complimentary espresso cup filled with chocolate mousse.","The banana tower is an amazing <span class=""AS"">dessert</span> as well.","We were planning to get <span class=""AS"">dessert</span> but the waitress basically through the bill at us before we had a chance to order.","We laughed when he finally offered us a <span class=""AS"">dessert</span> menu and we left a 10 percent tip, which was generous, I feel.","The first 2 courses were very good, but the chocolate sampler was too rich for me and the <span class=""AS"">dessert</span> wine far too sweet.","When my <span class=""AS"">dessert</span> came, there was a candle in it - not because anyone asked for one - but because the waiter must have seen me opening my birthday card and gift, and said he knew it was a special occassion of some sort.","The beverages were excellent, and the <span class=""AS"">dessert</span> was good.","I had the tuna tartare with sake, mushroom ravioli with pinot noir, and the chocolate sampler with a <span class=""AS"">dessert</span> wine for $49.","We thought the <span class=""AS"">dessert</span> would be better, Wrong!"
drinks,drink,,,"The dessert (we had a pear torte) was good - but, once again, the staff was unable to provide appropriate <span class=""AS"">drink</span> suggestions.","Waiters tend to forget <span class=""AS"">drinks</span> completely, food portions are so tiny, two people have trouble sharing one entree.","Any if you have a reservation you'll wait for max 5 minutes - so have a <span class=""AS"">drink</span> at the bar.","If you're looking for a place to sit down, have a <span class=""AS"">drink</span> and conversations with friends, go to sweet-n-tart and order yourself a hong-kong styled milk and tea with tapioca pearls (hot).","You get what you pay for and with that logic in mind, Spice is a great place to grab some cheap eats and <span class=""AS"">drinks</span> in a beautiful setting.","The <span class=""AS"">drinks</span> are a saving grace, but service staff, please, get over yourselves.","The dosas are skimpy, unattractive and drip with grease, and personally I'd <span class=""AS"">drink</span> popcorn topping before I'd eat another one of these.","The bar has various selections and the mixed <span class=""AS"">drink</span> special is a catcher!","Would you ever believe that when you complain about over an hour wait, when they tell you it will be 20-30 minutes, the manager tells the bartender to spill the <span class=""AS"">drinks</span> you just paid for?","While it was large and a bit noisy, the <span class=""AS"">drinks</span> were fantastic, and the food was superb.","However, there is just something so great about being outdoors, in great landscaping, enjoying a casual <span class=""AS"">drink</span> that makes going to this place worthwhile.","It took half an hour to get our check, which was perfect since we could sit, have <span class=""AS"">drinks</span> and talk!","this is the best secret place in midtown', I heard that from the bartender, after having brilliant food ( try steak with portobello mushrooms) and <span class=""AS"">drinks</span> on the bar last Tuesday.","One would think we'd get an apology or complimentary <span class=""AS"">drinks</span> - instead, we got a snobby waiter wouldn't even take our order for 15 minutes and gave us lip when we asked him to do so.","The bar <span class=""AS"">drinks</span> were","Its good to go there for <span class=""AS"">drinks</span> if you don't want to get drunk because you'll be lucky if you can get one drink an hour the service is so bad.","The server was really cool and served us our food and <span class=""AS"">drinks</span> with a smile.","Great spot, whether looking for a couple of <span class=""AS"">drinks</span> or quiet dinner.","Don't ever bother - the <span class=""AS"">drinks</span> were awful, but it was the people who work there that really made this the worst experience at dining.","While most people can attest to spending over $50 on <span class=""AS"">drinks</span> in New York bars and hardly feeling a thing, the drinks here are plentiful and unique."
