Term,Alias1,Alias2,Alias3,Example1,Example2,Example3,Example4,Example5,Example6,Example7,Example8,Example9,Example10,Example11,Example12,Example13,Example14,Example15,Example16,Example17,Example18,Example19,Example20
eats,eat,,,"You can <span class=""AS"">eat</span> gourmet food at a fast food price.","jazz singer had a nice voice + she made us all get up to dance to shake some cals to <span class=""AS"">eat</span> some more.","We live in New Jersey and whenever we go into New York City we buy bagels to <span class=""AS"">eat</span> hot and then to freeze (they told me that if I call in the order, they'd bring it out to the car","We were exploring Grand Central and didn't want to <span class=""AS"">eat</span> in the food court.","The last two times I ordered from here my food was soo spicy that  I could barely <span class=""AS"">eat</span> it, and the spice took away from the flavor of the dish.","If you are looking for a good quality, cheap <span class=""AS"">eats</span> - this is the place.","For the price, you cannot <span class=""AS"">eat</span> this well in Manhattan.","I was really disappointed ant wanted to tell everyone not to go <span class=""AS"">eat</span> or even take out food from there.","My suggestion is to <span class=""AS"">eat</span> family style because you'll want to try the other dishes.","The dosas are skimpy, unattractive and drip with grease, and personally I'd drink popcorn topping before I'd <span class=""AS"">eat</span> another one of these.","I have reservations about the all you can <span class=""AS"">eat</span> deal, however -- the choices are fairly limited and you can probably order more food than you can eat for less than $18 by just going off the menu.","I have reservations about the all you can <span class=""AS"">eat</span> deal, however -- the choices are fairly limited and you can probably order more food than you can eat for less than $18 by just going off the menu.","we decided to <span class=""AS"">eat</span> in tea room which was small and cute.","I don't know about you guys, but when I go somewhere to <span class=""AS"">eat</span> I go for the food not for the atmosphere.","The staff was too busy ordering sushi for dinner and then laying it out to <span class=""AS"">eat</span> on the bar to even bring me my check.","There is a lot of variety even for people who <span class=""AS"">eat</span> vegetarian like me.","I go out to <span class=""AS"">eat</span> and like my courses, servers are patient and never rush courses or force another drink.","so I could <span class=""AS"">eat</span> my pie.","If you want good tasting, well seasoned latin food <span class=""AS"">eat</span> at Cabana and you can't go wrong.","Anyways, if you're in the neighborhood to <span class=""AS"">eat</span> good food, I wouldn't waste my time trying to find something, rather go across the street to Tamari."
taste,,,,"Service is extraordinary, yet not overbearing, and the decor brings a <span class=""AS"">taste</span> of trendy SoHo into Queens.","uni from maine vs california, sea vs freshwater eel) to get a good <span class=""AS"">taste</span> comparison.","the only things u could really <span class=""AS"">taste</span> are the very salty soy sauce (even its low sodium), the vinegar-soaked rice, and the scallion on top of the fish.","The cold appetizer dishes <span class=""AS"">taste</span> like the way I remember them to taste when I was growing up in Taiwan.","Never in my life did I think that I could be satisfied both in <span class=""AS"">taste</span> and in quantity for $3.00 in NYC.","The noodle and rices dishes <span class=""AS"">taste</span> great.","I grew up eating Dosa and have yet to find a place in NY to satisfy my <span class=""AS"">taste</span> buds.","The Bagels have an outstanding <span class=""AS"">taste</span> with a terrific texture, both chewy yet not gummy.","The strong scents coming from the left and right of me negatively affected my <span class=""AS"">taste</span> buds.","If you're looking to <span class=""AS"">taste</span> some great Indian food and want good service, definitely visit Curry Leaf.","The cold appetizer dishes <span class=""AS"">taste</span> like the way I remember them to taste when I was growing up in Taiwan.","My friend's food was also the complete opposite of what it's supposed to <span class=""AS"">taste</span> like (aND look like).","Try the mediterranean salad, it is a true experience for your <span class=""AS"">taste</span> buds!!","I never used to be a fan of sakes but am lately experimenting with it a lot more and am acquiring a better <span class=""AS"">taste</span> of it.","Creamy appetizers--taramasalata, eggplant salad, and Greek yogurt (with cuccumber, dill, and garlic) <span class=""AS"">taste</span> excellent when on warm pitas.","however, it's the service that leaves a bad <span class=""AS"">taste</span> in my mouth.","I have lived in Japan for 7 years and the <span class=""AS"">taste</span> of the food and the feel of the restaurant is like being back in Japan.","The in-house lady DJ on Saturday nights has outrageously good <span class=""AS"">taste</span> in music, and moreover, takes requests.","From beginning appetizers, the scallops were incredible, to the delicious chocolate souffle with rasberry mint sorbet, we were delighted by the <span class=""AS"">taste</span> sensations.","I have lived in Japan for 7 years and the <span class=""AS"">taste</span> of the food and the feel of the restaurant is like being back in Japan."
dinner,,,,"Had a late night <span class=""AS"">dinner</span> on a Saturday night.","Since my first <span class=""AS"">dinner</span> I have had the chance to have brunch at Orsay 3x.","I've been to Naples 45 for <span class=""AS"">dinner</span> twice.","If it seemed possible to do so while there I would have fought my bill since my <span class=""AS"">dinner</span> portion of my meal was inedible!","They didn't give us the <span class=""AS"">dinner</span> special until we asked for it.","My wife and I recently visited the bistro for <span class=""AS"">dinner</span> and had a wonderful experience.","We had great desserts (including the best cannoli I've ever had) and then they offered an after <span class=""AS"">dinner</span> drink, on the house.","Threw my fiance's surprise 30th birthday <span class=""AS"">dinner</span> here couldn't be happier.","pre-theatre 3-course <span class=""AS"">dinner</span> with wine flight.","The staff was too busy ordering sushi for <span class=""AS"">dinner</span> and then laying it out to eat on the bar to even bring me my check.","To finish off such a delightful <span class=""AS"">dinner</span> experience you must have dessert, especially the White Chocolate Bread Pudding with Gelato and hot chocolate.","The <span class=""AS"">dinner</span> was ok, nothing I would have again.","My fiance and I recently wanted to see the city and deceided to take a <span class=""AS"">dinner</span> cruise.","We have gone for <span class=""AS"">dinner</span> only a few times but the same great quality and service is given.","I highly recommend visiting this restaurant and having <span class=""AS"">dinner</span> and drinks!","Delicious food, excellent service, and a pretty atmosphere make this a great choice for <span class=""AS"">dinner</span> and the $5.99 lunch buffet makes it an even better choice for lunch!","After <span class=""AS"">dinner</span> I heard music playing and discovered that there is a lounge downstairs.","Once for <span class=""AS"">dinner</span> and once for brunch.","I was so stunned, and I left the <span class=""AS"">dinner</span> hungry and majorly disappointing.","We arrived for <span class=""AS"">dinner</span> expecting to be impressed by a place that has an impressive past - but, that's just it -- the PAST!"
night,,,,"Had a late <span class=""AS"">night</span> dinner on a Saturday night.","At <span class=""AS"">night</span> the atmoshere changes turning into this hidden jewel that is waiting to be discovered.","Went to Village last <span class=""AS"">night</span> for my birthday.","the other <span class=""AS"">night</span> and all I can say is that it was magnificent.","The only disappointment was the coat check girls who didn't seem to know what a customer is on a realtively non-busy <span class=""AS"">night</span> (for the coat check girls).","The other <span class=""AS"">night</span> we had the $30 three course meal and everything was delicious - if I could of licked the plate clean","I wasn't there for the Half-Price Saturday <span class=""AS"">Night</span> Special, but Tuesday Night.","On a monthly basis my friends and I get together and have a girls <span class=""AS"">night</span> out.","As a retired hipster, I can say with some degree of certainty that for the last year Lucky Strike has been the best laid-back late <span class=""AS"">night</span> in the city.","went there last <span class=""AS"">night</span> with my coworker.","Jimmy's is hands down the hottest <span class=""AS"">night</span> spot in the Bronx.","Secondly, on this <span class=""AS"">night</span> the place was overwhelmed by upper east side ladies perfume.","Don't leave without trying One <span class=""AS"">Night</span> in Tokyo.","I was almost amused by the fact that she was turning away customers at 9pm on a Friday <span class=""AS"">night</span> because she ""had a BBQ to go to"" that night - WTF??","My Girlfriend and I stumbled onto this hopping place the other <span class=""AS"">night</span> and had a great time!","As a long-time patron of Mamoun's, I always figured that I had found the best late <span class=""AS"">night</span> food spot in the city.","My Girlfriend and I stumbled onto this hopping place the other <span class=""AS"">night</span> and had a great time!","Went here last <span class=""AS"">night</span> - nice decor, good service, but the food was surprisingly excellent.","But the best part about LS is the late <span class=""AS"">night</span> atmosphere, delightfully free of the BTs.","and I'm a <span class=""AS"">night</span> person)"
places,place,,,"I would recommend this <span class=""AS"">place</span> to anyone and would without a doubt come again.",", this is the <span class=""AS"">place</span> to go.","I highly recommend to anyone to give this <span class=""AS"">place</span> a try.","It's a nice <span class=""AS"">place</span> to relax and have conversation.","It's a <span class=""AS"">place</span> for people who pay a lot for mediocre food, noise and a chance to be with their fellow bridge and tunnel folks.","I had very high expectations for this <span class=""AS"">place</span> and made a reservation a couple of months in advance for a special occasion.","I'm glad I was introduced to this <span class=""AS"">place</span> and this is a rare gem in NY.","Unlike other <span class=""AS"">places</span> in NYC where the sandwiches you want only come as a triple-decker, here you can get what you want in a reasonably-sized portion (and price).","It's definately not a <span class=""AS"">place</span> to go if you want to impress someone.","One of my favorite <span class=""AS"">places</span> in Brooklyn.","I've lived in NY for 5 years and this <span class=""AS"">place</span> has it all.","it's a perfect <span class=""AS"">place</span> to have a amanzing indian food.","I have walked by this <span class=""AS"">place</span> for eons and finally went thanks to a girls' night.","There are many Thai <span class=""AS"">places</span> in the city but so far Toons is #1.","While the <span class=""AS"">place</span> is not a hotspot hangout, the drinks are unique and pack a lot of bang for the buck.","It's true, this <span class=""AS"">place</span> is not cheap.","However, there is just something so great about being outdoors, in great landscaping, enjoying a casual drink that makes going to this <span class=""AS"">place</span> worthwhile.","I recommend this <span class=""AS"">place</span> to everyone who asks me where to go for a good meal.","I would highly recommend this <span class=""AS"">place</span> to anyone looking for a casual atmosphere that whisks you away to the left bank of the river Seine.","This <span class=""AS"">place</span> has many different styles of pizza and they are all amazing."
restaurants,restaurant,,,"We visited Bread Bar during January <span class=""AS"">restaurant</span> week and were so pleased with the menu selections and service.","I've been to this <span class=""AS"">restaurant</span> more than a dozen times","Not one to jump to complaints (hence my lack of previous online reviewing), I called the <span class=""AS"">restaurant</span> to give them a heads up that their kitchen might want to check the cleanliness of their prep stations.","It is by far my favorite <span class=""AS"">restaurant</span> in Brooklyn.","We have tried every Thai <span class=""AS"">restaurant</span> between Atlantic Avenue and 4th Streets, and Joya is the best.","Rude service, medicore food...there are tons of <span class=""AS"">restaurants</span> in NY...stay away from this one","fresh <span class=""AS"">restaurant</span> was amazing........","The <span class=""AS"">restaurant</span> is rather small","Every time in New York I make it a point to visit <span class=""AS"">Restaurant</span> Saul on Smith Street.","One of the best, if not THE best, <span class=""AS"">restaurants</span> in Park Slope (and NY in general)","I said that as someone who has worked in <span class=""AS"">restaurants</span> since the age of fifteen I was expecting at least a minimal effort on the part of the restaurant to amend the situation.","Not only would I not recommend Jimmy's <span class=""AS"">restaurants</span> to friends, I would strongly suggest they go anywhere but.","Thalia is a beautiful <span class=""AS"">restaurant</span> with beautiful people serving you, but the food doesn't quite match up.","This is a great Thai <span class=""AS"">restaurant</span> with a very friendly staff.","I thanked my friend who recommended me this <span class=""AS"">restaurant</span> and will certainly recommend it to others.","overall, a solid <span class=""AS"">restaurant</span> and at less than $40pp (including wine), a solid deal as well.","I have tried literally every <span class=""AS"">restaurant</span> on curry row.","The only fallback on this <span class=""AS"">restaurant</span> is the prices.","Having hunted around for a quiet, romantic, yet not hideously expensive <span class=""AS"">restaurant</span> I stumbled across reviews for La Lanterna and gave it a shot.","This is as good as neighborhood <span class=""AS"">restaurants</span> come."
bar,,,,"We visited Bread <span class=""AS"">Bar</span> during January restaurant week and were so pleased with the menu selections and service.","The only thing that my friend left out is that when we sat down at the <span class=""AS"">bar</span> the bartender disappeared.","The <span class=""AS"">bar</span> drinks were","Yes you have to wait to be seated and because its small there is no waiting area and the seat at the <span class=""AS"">bar</span> was all taken.","As BFC doesn't take reservations you almost always have to wait by the <span class=""AS"">bar</span> - and be abused by the front of house staff until you are seated, which can be over an hour later!","Patroon features a nice cigar <span class=""AS"">bar</span> and has great staff.","It saves walking in and waiting for a table in the often noisy, crowded <span class=""AS"">bar</span> at dinnertime.","it is a hidden delight complete with a quaint <span class=""AS"">bar</span> and good food.","but I feel obligated...while sitting at the sushi <span class=""AS"">bar</span> dining we watched the chef accidentally drop a piece of Unagi on the floor and upon retrieving it from the floor","Friendly and informative staff, very attentive and prompt raw <span class=""AS"">bar</span> service.","The staff was too busy ordering sushi for dinner and then laying it out to eat on the <span class=""AS"">bar</span> to even bring me my check.","The place itself is beautiful the <span class=""AS"">bar</span> scene seems to be happening.","We ate outside at Haru's Sake <span class=""AS"">bar</span> because Haru's restaurant next door was overflowing.","A con was the slow <span class=""AS"">bar</span> service.","It is far more popular as a <span class=""AS"">bar</span> than as a restaurant, with only a few tables and the waiter being the bartender, but we greatly enjoyed the unobtrusive atmosphere.","The downstairs <span class=""AS"">bar</span> scene is very cool and chill...","And they have these home made potato chips at the <span class=""AS"">bar</span> that are the most delicious things in the world!","Just don't take the seat between the <span class=""AS"">bar</span> and the back half of the restaurant, i saw a woman get nudged 40times sitting there.","This <span class=""AS"">bar</span> has it all - great drinks, cool atmosphere, excellent service and delicious food.","Being serious sushi lovers, we sat at the sushi <span class=""AS"">bar</span> to be closer to the action."
bread,,,,"We visited <span class=""AS"">Bread</span> Bar during January restaurant week and were so pleased with the menu selections and service.","The <span class=""AS"">bread</span> and lamb chops","You must have the crabmeat lasagna which is out of this world and the chocolate <span class=""AS"">bread</span> pudding for dessert.","The <span class=""AS"">bread</span> is top notch as well.","The <span class=""AS"">bread</span> is the soft paratha bread (unlike the plain bread they use in Calcutta), and the stuffing is tandoori styled and very flavorful.","To finish off such a delightful dinner experience you must have dessert, especially the White Chocolate <span class=""AS"">Bread</span> Pudding with Gelato and hot chocolate.","The <span class=""AS"">bread</span> was stale, the salad was overpriced and empty.","like saying her <span class=""AS"">bread</span> comes from a special bakery when we have seen her buying it","You must have the crabmeat lasagna which is out of this world and the chocolate <span class=""AS"">bread</span> pudding for dessert.","On a recent Saturday night, I was with a group of 5 at the <span class=""AS"">Bread</span> Bar.","They are served on Focacchia <span class=""AS"">bread</span> and are to die for.","I have it a 4 instead of 5 because of the price (just chicken tikka masala - no <span class=""AS"">bread</span> of rice - is $25), which I would expect at a upscale Indian restaurant but this place doesn't have an upscale feel.","- the <span class=""AS"">bread</span> at the beginning is super tasty and makes you want more - the pizza is delicious and comes in personal sizes, however be warned that the Peter's Favourite pizza with prosciutto and baby arugula is actually a margarite pizza with cold prosciutto and baby arugula on top, like a salad.","First the wrong <span class=""AS"">bread</span> came out with the appetizer, then when i tried to order a second glass of wine for my main course...","The <span class=""AS"">bread</span> we received was horrible - rock hard and cold - and the ""free"" appetizer of olives was disappointing."
menu,,,,"We visited Bread Bar during January restaurant week and were so pleased with the <span class=""AS"">menu</span> selections and service.","The <span class=""AS"">menu</span> is nothing like the one on the website.","The <span class=""AS"">menu</span> was impressive with selections ranging from a burger, to steak, to escargot.","Once we finally got a table, despite indicating we wanted an alla carte <span class=""AS"">menu</span> we were pushed into a table that was only price fixed!","I went at 6:00 PM specifically for the pre-theater <span class=""AS"">menu</span> ($19.95 for roasted tomato soup with chevre, steak frites, creme brulee) and it was marvelous.","This wasn't the expected <span class=""AS"">menu</span> comprised only of pad thai and tom yum soup, but I thought that was what made the place so special.","Terrific <span class=""AS"">menu</span> full of unique rolls and special dishes.","The flavors are great, and the <span class=""AS"">menu</span> is extensive.","Solid wine list, knowledgeable staff, friendly owners and an adventurous, ever-changing <span class=""AS"">menu</span> keep us coming back.","We a <span class=""AS"">menu</span> that rearely changes,e xcept for one or two specials, the quality and care they put in thier food in evident.","The service was attentive and her suggestions of <span class=""AS"">menu</span> items was right on the mark.","I would like to return and try some of the other <span class=""AS"">menu</span> items when I don't have to rush off to a show.","While the new restaurant still features much of the same classical furniture that made Tiffin so attractive, the <span class=""AS"">menu</span> has been overhauled.","The dinner <span class=""AS"">menu</span> is diverse and top-notch as well.","We also ordered two hot dogs thinking they would be pretty good since there is a whole section on the <span class=""AS"">menu</span> devoted to them.","While the <span class=""AS"">menu</span> isn't especially groundbreaking, everything I've tried so far has been well-executed and tasty.","For some reason, all the seafood on the <span class=""AS"">menu</span> was unavailable except for the Salmon.","We were well attended to by the enthusiastic staff especially the manager Tony Gaskin who made excellent suggestions for our <span class=""AS"">menu</span> selections.","They even have a section in the <span class=""AS"">menu</span> called American Chinese food!","The <span class=""AS"">menu</span> has lots of options: I hope to go back to try those potato pancakes."
service,,,,"To be fair, the food still is good and the <span class=""AS"">service</span> is quick and attentative even though its usually very busy.","The <span class=""AS"">service</span> is good and ambience is good for a date or group outing.","but the <span class=""AS"">service</span> was a bit slow.","The <span class=""AS"">service</span> was on point - what else you would expect from a Ritz?","Turned out there was full <span class=""AS"">service</span> upstairs and sat down.","the <span class=""AS"">service</span> is prompt friendly.","Rao's has the best <span class=""AS"">service</span> and atmosphere in NYC.","The food is wonderful, tasty and filling, and the <span class=""AS"">service</span> is professional and friendly.","We were seated promptly as we had reservations, however after that the <span class=""AS"">service</span> was slow.","Nice atmosphere, the <span class=""AS"">service</span> was very pleasant and the desert was good.","The blond wood decor is very soothing, the premium sake is excellent and the <span class=""AS"">service</span> is great.","The ambience was nice, but <span class=""AS"">service</span> wasn't so great.","The <span class=""AS"">service</span> is awful.","Great Indian food and the <span class=""AS"">service</span> is incredible.","the <span class=""AS"">service</span> was horrendous.","I was in love with Pongsri on 48th, but compared to Suan it is slow in <span class=""AS"">service</span> and overpriced.","The food here does a great <span class=""AS"">service</span> to the name (Cantonese that is...).","But the <span class=""AS"">service</span> is HORRID!","Everything is always cooked to perfection, the <span class=""AS"">service</span> is excellent, the decor cool and understated.","The food, drinks and <span class=""AS"">service</span> are clearly among the best in the city."
times,time,,,"I have been to Rao's probably 15 <span class=""AS"">times</span> the past 3 years and it keeps getting better.","I've been many <span class=""AS"">time</span> and have never been disappointed.","I have eaten here several <span class=""AS"">times</span> before attending an afternoon performance.","Having been a long <span class=""AS"">time</span> Ess-a-Bagel fan, I was surpised to find myself return time and time again to Murray's.","Every <span class=""AS"">time</span> in New York I make it a point to visit Restaurant Saul on Smith Street.","Try the <span class=""AS"">Times</span> Square cocktail -- ginger lemonade with vodka (also available without vodka.)","The last two <span class=""AS"">times</span> I ordered from here my food was soo spicy that  I could barely eat it, and the spice took away from the flavor of the dish.","This was my frist <span class=""AS"">time</span> at","I've been many <span class=""AS"">time</span> and have never been disappointed.","The last <span class=""AS"">time</span> I went we were seated at a table in a corridor next to the kitchen.","i've been back to nha trang literally a hundred <span class=""AS"">times</span> for the beef cubes - they're that good.","The first <span class=""AS"">time</span> the sushi was outstanding, the second time it was a little bland.","I have gone back to Siam Square many <span class=""AS"">times</span> since and everytime I am very satisfied overall.","and it's <span class=""AS"">time</span> to speak up - I live in Chinatown.","good - delivery <span class=""AS"">time</span> was a little slow, but for the way this pizza tastes, I'm willing to overlook it.","I've been there three <span class=""AS"">times</span> and have always had wonderful experiences.","Food took some <span class=""AS"">time</span> to prepare, all worth waiting for.","The first <span class=""AS"">time</span> the sushi was outstanding, the second time it was a little bland.","They are not helpful in the least and will give you the grand run around so by the <span class=""AS"">time</span> the event date rolls around you will not only regret chosing this place, but also become hostile!","We also asked for Hooka six <span class=""AS"">times</span> and the waiter kept telling us one minute and never returning with the Hooka."
